province_norm,year,population,province
valladolid,2009,528788.0,Valladolid
valladolid,2010,530503.0,Valladolid
valladolid,2011,531881.0,Valladolid
valladolid,2012,532644.0,Valladolid
valladolid,2013,530848.0,Valladolid
valladolid,2014,528486.0,Valladolid
valladolid,2015,527199.0,Valladolid
valladolid,2016,524669.0,Valladolid
valladolid,2017,522985.0,Valladolid
valladolid,2018,520930.0,Valladolid
valladolid,2019,520483.0,Valladolid
valladolid,2020,520904.0,Valladolid
valladolid,2021,519380.0,Valladolid
valladolid,2022,518158.0,Valladolid
valladolid,2023,521333.0,Valladolid
valladolid,2024,525116.0,Valladolid
zamora,2003,197681.0,Zamora
zamora,2004,196853.0,Zamora
zamora,2005,196342.0,Zamora
zamora,2006,195999.0,Zamora
zamora,2007,195863.0,Zamora
zamora,2008,196165.0,Zamora
zamora,2009,194924.0,Zamora
zamora,2010,193751.0,Zamora
zamora,2011,192726.0,Zamora
zamora,2012,191306.0,Zamora
zamora,2013,188878.0,Zamora
zamora,2014,186117.0,Zamora
zamora,2015,183885.0,Zamora
zamora,2016,181057.0,Zamora
zamora,2017,178243.0,Zamora
zamora,2018,175662.0,Zamora
zamora,2019,173318.0,Zamora
zamora,2020,171301.0,Zamora
zamora,2021,169165.0,Zamora
zamora,2022,167868.0,Zamora
zamora,2023,166927.0,Zamora
zamora,2024,166253.0,Zamora
zaragoza,2003,878627.0,Zaragoza
zaragoza,2004,887658.0,Zaragoza
zaragoza,2005,900698.0,Zaragoza
zaragoza,2006,915041.0,Zaragoza
zaragoza,2007,930533.0,Zaragoza
zaragoza,2008,955315.0,Zaragoza
zaragoza,2009,969877.0,Zaragoza
zaragoza,2010,972282.0,Zaragoza
zaragoza,2011,973443.0,Zaragoza
zaragoza,2012,975050.0,Zaragoza
zaragoza,2013,971807.0,Zaragoza
zaragoza,2014,967541.0,Zaragoza
zaragoza,2015,965052.0,Zaragoza
zaragoza,2016,960170.0,Zaragoza
zaragoza,2017,959338.0,Zaragoza
zaragoza,2018,958391.0,Zaragoza
zaragoza,2019,965673.0,Zaragoza
zaragoza,2020,973740.0,Zaragoza
zaragoza,2021,973684.0,Zaragoza
zaragoza,2022,968884.0,Zaragoza
zaragoza,2023,979365.0,Zaragoza
zaragoza,2024,987763.0,Zaragoza
