province_norm,year,votes_per100k_used,denuncies_per100k,ordres_per100k,feminicidis_per100k,atur_annual_mean_pct,immigracio_per100k
alacant,2021,2378.8629363721734,4558.4715924868415,1203.474655491469,0.2119726385718131,18.705,2022.2189719750968
alacant,2022,2353.34947318314,5127.145878309447,1160.160923179837,0.1048496089633833,14.645,4442.740055800961
alacant,2023,2735.7886489217844,5585.935022718113,1257.6281103153124,0.1022877682241002,13.3925,4163.828181098448
alacant,2024,2683.60483602729,5452.295176464627,1086.64624146323,0.2006733594576601,13.64,
albacete,2000,99.89659352616076,,,,,
albacete,2003,99.89659352616076,1287.8560841075318,0.0,0.269990793313948,7.7,3595.737385355159
albacete,2004,165.99193524713317,1790.6847033894912,736.5558541512661,0.5337361261965697,9.005,4287.235433673945
albacete,2005,163.99666733460597,1289.2985583058248,640.694375599827,0.0,9.84,5418.745188200677
albacete,2006,162.2081166646673,3233.73094315414,871.0210766237761,0.0,10.015,5948.761011636216
albacete,2007,159.84498634122022,2171.527547561593,809.5043520495879,0.2569855085871708,9.1625,6771.054180254775
albacete,2008,131.80540452852955,1974.5463486100864,714.7908476354871,0.0,12.1975,885.123985795433
albacete,2009,130.6923426853758,2410.2683968322185,879.6599988438755,0.0,19.77,561.4744106906337
albacete,2010,130.1796479141215,2358.2543910596623,748.5329755061986,0.0,22.665,440.8583845707077
albacete,2011,129.7253066631408,2205.3302132733934,845.7092107462448,0.0,24.715,442.0639296290106
albacete,2012,129.4852959486043,1753.0316989964888,652.4066834333524,0.2490101845165467,31.9175,297.56717049727337
albacete,2013,130.29544492135918,2029.60212281348,854.4374368881438,0.2505681633103061,30.9875,269.36077555857906
albacete,2014,131.30749437524148,2040.3164510614445,838.3478487034647,0.0,27.5175,302.76478029983565
albacete,2015,131.97567586774008,2022.7810320497847,906.0637747073692,0.0,24.6825,314.20362831588886
albacete,2016,132.69876105291362,2084.9016880813547,740.0507827950952,0.0,23.8275,388.3990660048741
albacete,2017,133.25645460952015,2101.3517842270485,648.3439041578577,0.0,23.155,478.1856621180089
albacete,2018,133.6939642317225,2316.5050340919606,884.436994148318,0.0,19.7325,639.9313018706871
albacete,2019,6866.880856484227,2498.594701638397,956.6342975313162,0.0,17.185000000000002,834.1541650980614
albacete,2020,6866.526745703102,2431.42755480381,1026.201661518469,0.2578396134468515,18.2625,539.916150557707
albacete,2021,6886.270899810202,2689.242512786831,845.5599054627825,0.0,15.5275,603.5280793119676
albacete,2022,6899.812678285967,2588.304181445564,899.0405915531638,0.2590895076522086,12.8475,1715.6907196729253
albacete,2023,7535.694102892945,2879.7844806453195,970.2499683894624,0.0,11.9575,1709.291433673351
albacete,2024,7505.847276839643,2796.4119567173,917.5726732978642,0.0,11.315,
almeria,2000,86.86268739242493,,,,,
almeria,2003,86.86268739242493,2279.476683521952,0.0,0.1783628077873202,11.295,10037.54537103923
almeria,2004,105.46787732475272,2384.717029165592,564.5735305068865,0.3463641291453292,9.7925,11461.362215483516
almeria,2005,100.95902787563304,1739.0151106985072,437.654899165306,0.3315567417918984,9.2,15427.00363883524
almeria,2006,97.0179331834786,4247.123314731592,788.569407648964,0.4779208531205842,9.265,17628.26997430379
almeria,2007,94.74219699220748,3575.0011278832976,801.1860665186675,0.1555701100036247,11.445,18079.424763961248
almeria,2008,82.342219115223,3762.266033607151,550.4645587260765,0.1516431291256408,19.3925,2609.323322864903
almeria,2009,80.67847177442121,3869.000745867271,539.3422698732026,0.4457374131183492,26.5725,1471.379200703671
almeria,2010,79.79614509672527,4044.1803187143273,537.8524697127339,0.7347711334873414,28.0125,1218.3974935487097
almeria,2011,71.81898701722491,3433.6176957322327,391.872363238002,0.8740647507167331,33.505,1091.415518728294
almeria,2012,71.5197586026809,3079.846805547496,483.0847792026925,0.0,35.315,864.475134915569
almeria,2013,71.19812140940509,3002.452219272884,688.8743187076313,0.1444180961651218,36.055,763.3940563288343
almeria,2014,71.37169743032935,3017.010495837857,927.976836771625,0.2895403546869345,35.597500000000004,857.328990228013
almeria,2015,71.0322440281766,3322.522408295644,1090.6979458281885,0.2881632617775927,28.99,945.4636618922816
almeria,2016,108.277206790895,3821.128339916149,1408.46076379713,0.0,23.5825,1127.4828406339502
almeria,2017,107.53740755400634,4680.289017423046,1559.150539602282,0.4256097924301043,24.37,1449.626953016935
almeria,2018,107.16522530852416,6152.810825101546,1948.201589381877,0.2827578504182695,22.5775,1897.3051763065887
almeria,2019,8772.718425257273,5403.830992700137,2262.915492149112,0.1400318992666529,17.615000000000002,2148.089334750456
almeria,2020,8653.002819049092,4647.770796529849,1599.4408862946702,0.0,21.905,1533.0046974943473
almeria,2021,8576.865681858631,4517.886724258314,1167.8052653916186,0.1369056583108579,19.255000000000003,1709.4040496693729
almeria,2022,8471.200379694974,5503.413603843464,1537.4401148820689,0.1352190074654414,17.15,3413.0629674352062
almeria,2023,9074.497852299815,5669.238243398941,1385.7842955065546,0.1327379593397082,15.972499999999998,3049.9200917484777
almeria,2024,8983.867830804085,5711.176875647206,1557.2352962820844,0.2628245225792547,15.285,
araba,2000,51.59142344176704,,,,,
araba,2003,51.59142344176704,1169.4055980133862,0.0,0.0,9.345,3592.482785661712
araba,2004,241.586930520822,1505.246275959552,825.6768511471132,0.0,9.3825,4097.124062194193
araba,2005,237.92791888364624,1636.3818893685377,870.0599002777499,0.0,7.157500000000001,5066.760365425158
araba,2006,235.05608616739565,2076.163461506673,366.9651978140776,0.0,7.29,5572.91201761433
araba,2007,231.9928216004568,2381.923484786688,675.422138836773,0.3262908883269435,5.44,6327.432906436088
araba,2008,109.66604919213748,2740.0432232170424,736.4670165688998,0.3216013172789956,4.985,1073.1835957600083
araba,2009,108.15782796244608,2347.1200202994164,478.9393554935296,0.0,11.7425,689.545800558234
araba,2010,107.32146397806991,2401.357097221916,538.1809483944269,0.0,11.34,653.3705548928831
araba,2011,106.61380789504948,2526.2157413255127,762.8671298062192,0.0,10.75,591.8473265258906
araba,2012,106.374350367787,2289.700092960576,430.4885733359121,0.3119482415477624,16.572499999999998,462.9311904568794
araba,2013,106.49627263045794,2345.416444148795,490.3200821988826,0.3123057848400526,17.5125,446.9095781061153
araba,2014,106.41252484779264,2068.959060823652,249.648152135584,0.3120601901694799,17.197499999999998,455.6078776474407
araba,2015,106.0517943279395,2568.879240905514,304.7822828192984,0.3110023294074472,15.0125,457.48442655835487
araba,2016,113.32181537832768,2737.062426077641,281.7564262138748,0.0,11.9875,686.4329636441324
araba,2017,112.52882398155263,2874.711760184474,362.7978478093774,0.3074558032282859,11.2675,794.4657955418908
araba,2018,111.66605138468954,2867.925909880005,448.4947965450646,0.3050985010510643,9.1125,962.890869317159
araba,2019,4924.205704868768,2999.0548433221043,396.84463078302593,0.0,8.28,1175.0842158834791
araba,2020,4883.229089685587,2670.680197311896,246.3394557700512,0.0,7.8575,654.9024555837944
araba,2021,4874.282201598273,2458.8812090498823,353.83900325351965,0.2998635620792539,11.365,698.6820996446617
araba,2022,4868.107382871928,3231.429016375768,368.3649388454305,0.0,9.19,1914.0002635456472
araba,2023,5071.5415630909765,3529.502717746828,350.86884641459613,0.2973464800123696,7.2025,1844.4402155167288
araba,2024,5037.301310714307,3960.4954606401766,667.4660507864877,0.0,8.567499999999999,
asturias,2000,101.19361397695609,,,,,
asturias,2003,101.19361397695609,1568.2656826568266,0.0,0.1882671887943369,11.3,1853.584607274644
asturias,2004,81.60706621185082,1855.2194637088576,627.8190676275028,0.0,10.3225,2111.147506419379
asturias,2005,81.58042069903223,1497.9934227550093,469.5343705745915,0.0940950642434051,10.0375,2521.465436530527
asturias,2006,81.52419209243546,3004.2652103267737,674.1966058855388,0.2820906300776313,9.1625,2845.166094962989
asturias,2007,81.38621278129638,1807.956699155442,643.9555013606611,0.1877421286765775,8.4175,3071.461225148809
asturias,2008,125.38734232051544,2228.5896211397644,731.9707846558757,0.0933636204918208,8.5,711.0573336657078
asturias,2009,124.78165533132642,2204.816590478314,773.9621659791133,0.0,13.42,466.6072025866875
asturias,2010,124.68631133698447,1993.309832021636,759.4445470860261,0.4642081583655416,15.915,436.1699856002629
asturias,2011,124.82839581104533,2468.6836878193326,714.7657213603413,0.1858948560104919,17.84,427.7440636801418
asturias,2012,125.01117002263793,2262.8604193971164,725.1206362444894,0.0930835219826045,21.8225,317.04247587275114
asturias,2013,125.81680211724478,2284.0012178841603,660.4679485678151,0.0936833969599737,24.1275,262.6882450757664
asturias,2014,126.87046553808948,2348.4733978234585,730.2373035066505,0.0944679564691656,21.1275,274.4294135429262
asturias,2015,127.98667337572238,2248.105454157327,750.9568028300017,0.2858972599606605,19.11,308.5784425842063
asturias,2016,138.59960573121865,2640.312877556572,795.8423962929892,0.1922324628727027,17.6075,390.13578340015016
asturias,2017,139.51913308499832,2622.9984035605435,795.3171109283537,0.0,13.7125,443.0361375840549
asturias,2018,140.3965179326856,3026.995660559775,824.6591587308233,0.2920870692080838,13.6075,547.6632547651571
asturias,2019,7050.434227568335,2828.27966389582,877.1680785222067,0.0,14.1925,690.4761671670898
asturias,2020,7074.091427460064,2603.007898410004,713.1259374511936,0.0982267131475473,14.12,394.7731601399927
asturias,2021,7115.580510948832,2501.687057919193,633.3259889913913,0.0988028063949128,12.335,420.9987580487236
asturias,2022,7166.255373348193,3070.768985830282,863.7159687947778,0.0,12.5125,1340.0533354561376
asturias,2023,7412.182176013359,3417.291215235672,888.6149931415621,0.0,12.1225,1431.6243564002143
asturias,2024,7386.199867472134,3471.675387951058,852.813839950317,0.0,10.135,
avila,2000,233.56914441543512,,,,,
avila,2003,233.56914441543512,1167.8457220771757,0.0,0.0,8.9425,2148.591553601673
avila,2004,504.7038888315285,1548.730344789889,576.97797158839,0.0,9.5075,2701.471597500168
avila,2005,500.10230733122296,1925.7850583151787,764.2959450188366,0.6018078307234934,8.59,3654.778955983775
avila,2006,494.790116105984,2292.3489133670737,607.3236082167313,0.5954153021732659,6.842499999999999,4183.387913069366
avila,2007,488.2319072183119,1850.6985652679696,781.4060608909203,0.0,6.94,4993.94850945325
avila,2008,344.509204224133,2279.416007848116,900.225056264066,0.0,11.275,1090.0802123607823
avila,2009,343.4627023668435,2473.8519600961927,667.3647148166473,0.575314409324696,19.02,588.5466407391639
avila,2010,344.35023360442983,2566.76472284709,680.6252523504643,0.0,23.3175,466.6320586029878
avila,2011,345.5441017300357,1921.618790190484,879.7772774366068,0.0,23.81,388.37536392102845
avila,2012,348.37919061652025,1844.017156362151,787.792139585096,0.0,24.58,342.5436932862603
avila,2013,352.4764868072243,1375.6620004369056,661.262420810873,0.0,25.525,318.8229528909567
avila,2014,356.91866200340775,1638.119152243446,729.3815203419723,0.0,26.0425,285.77407108480554
avila,2015,360.3027267130977,1707.9676994942486,669.9095923811362,0.0,22.985,309.00334351274034
avila,2016,155.80225943825647,1472.4840990046985,684.3079630229305,0.610989252699045,21.2325,398.9759820124764
avila,2017,157.61951267755373,1854.3472079712203,673.7461522295434,0.0,17.965,513.0360608720376
avila,2018,159.27147354219758,2004.9467845900165,612.1021336131515,0.0,16.4225,717.0339279468345
avila,2019,21319.165771774147,2687.8175298454503,828.9530699523352,0.0,14.7025,944.504103945691
avila,2020,21375.276257878464,1832.2744759757963,566.6828276213803,0.0,14.43,627.7586434872402
avila,2021,21364.64902012612,2504.7514757895,975.4685395662626,0.0,15.49,636.8865561555211
avila,2022,21337.25534562733,2746.6656610224886,697.6656484519365,0.0,13.935,2375.205842792674
avila,2023,23002.678951453392,3373.7262462131644,807.4409754387722,0.625923236774242,11.635,2153.1759345033925
avila,2024,22902.4759601902,3028.7355963680097,947.258869645962,0.0,11.1425,
badajoz,2000,45.563432221727815,,,,,
badajoz,2003,45.563432221727815,1077.9789951053597,0.0,0.1523860609422335,16.36,1092.1508987729876
badajoz,2004,45.63095021526893,1623.6128797525923,715.5418106846159,0.1515978412467406,18.09,1303.7414347219697
badajoz,2005,45.303556404432825,1216.1220456738113,729.974247712622,0.0,17.43,1876.2595818526893
badajoz,2006,45.02550448011249,1762.127716862874,574.4117515070828,0.0,14.625,2178.8754094927526
badajoz,2007,44.64755869818992,1512.973749905439,657.1052658903035,0.0,14.0375,2487.65517251609
badajoz,2008,62.7318470635766,1566.0924817276968,674.3306276857531,0.0,15.8275,397.69346604473503
badajoz,2009,62.39123541951896,1627.724502513914,714.5038435631094,0.0,21.33,321.5997872561153
badajoz,2010,62.08696537234004,1653.229031108914,796.8069560665654,0.1454027292092272,23.955,273.93874183018414
badajoz,2011,61.89284854950414,2006.0820232438807,785.6188270218089,0.0,27.085,283.51852871857164
badajoz,2012,61.71929428973667,1941.1946658341064,699.5816963988888,0.1445416728096877,33.8025,197.01030003960443
badajoz,2013,61.80442878667919,1862.817326661736,723.7052551133395,0.1447410510226679,34.395,176.58408224765483
badajoz,2014,62.00114128564521,1890.526603136068,699.8723676740279,0.0,31.27,178.30773184724197
badajoz,2015,62.22222222222223,2338.7978142076504,642.6229508196722,0.0,30.2525,188.4153005464481
badajoz,2016,62.52104777662269,2569.658989413884,745.2743165878443,0.1464193156361187,29.74,215.82207124763897
badajoz,2017,62.8827082860854,2753.8797305615853,826.1639191684756,0.1472662957519564,28.1525,246.9655779760309
badajoz,2018,63.18979728949806,2527.5918915799225,794.6819940154674,0.0,25.450000000000003,331.7834321383013
badajoz,2019,1700.3671010894232,2488.9216256994523,907.3574661708624,0.0,22.44,418.9288726788875
badajoz,2020,1703.7549568853276,2188.8415210290977,711.2618946647918,0.0,22.59,302.9559032505264
badajoz,2021,1706.1744142382863,2601.729718131046,886.6146519404195,0.0,20.5275,269.4116454971896
badajoz,2022,1714.4542719858173,2997.6746310179965,851.9864460785416,0.0,17.6225,806.6170448198774
badajoz,2023,1297.6522748326324,4229.418556292405,828.7678534161901,0.0,18.675,855.7928921145441
badajoz,2024,1297.69124167266,3217.577612986822,857.3200266054482,0.0,15.395,
barcelona,2000,60.02737651914662,,,,,
barcelona,2003,60.02737651914662,1636.578322510246,0.0,0.1412408859274038,10.8625,8039.81459510677
barcelona,2004,98.42054129516524,1951.5884932869988,960.060417902366,0.1583278363887637,10.355,9286.64007946474
barcelona,2005,96.68566291407828,1567.6181380981564,773.0186924318825,0.0583263600929488,6.890000000000001,11068.496144238756
barcelona,2006,95.23448403706888,3017.8971122866847,941.620667625714,0.1149018508390133,6.547499999999999,12366.062742538656
barcelona,2007,93.88024633512131,2398.0711224513298,786.457080700011,0.0943899520763335,6.5225,12634.340499292644
barcelona,2008,104.42292136950309,2593.868336542492,894.8149732000966,0.129925426517334,8.6175,1792.7481566366096
barcelona,2009,102.93018036931552,2243.387614092689,822.7462159985993,0.1280681234598664,16.2025,1087.7740497756886
barcelona,2010,102.50275432881013,2328.813021384378,753.3752028966047,0.1093168371796766,17.7275,1096.1745848192072
barcelona,2011,965.2236504677816,2335.956751470803,709.995718956486,0.0726524143214618,19.1,1124.6593736962295
barcelona,2012,963.0181600195424,2231.1316070453886,731.7502785290188,0.1268512122264272,22.515,927.880374232822
barcelona,2013,966.2041279399572,2199.6043693909905,667.4448371660048,0.0181815537228549,23.1175,860.9511134383499
barcelona,2014,973.3391308998451,2268.047581561248,650.3946509023654,0.1831581669677176,19.975,918.2268384592588
barcelona,2015,974.520565479394,2467.751166620791,707.1151444222168,0.0916902417559928,18.235,1058.7105454597468
barcelona,2016,970.9979634294344,2627.844776267759,669.1119156370834,0.073087047038458,15.4975,1261.610334216103
barcelona,2017,964.9178234713512,2946.029823082057,674.000782944875,0.1271014407493029,13.1025,1672.636802912148
barcelona,2018,956.432486308718,2923.362476969724,663.5743060141214,0.1079860546808985,11.0875,1920.3880010935388
barcelona,2019,1992.2620859999035,2724.134153247263,672.8079585907421,0.1067102234085237,10.9,2239.5096736374526
barcelona,2020,1968.571117770704,2379.2824756066,583.9689538696159,0.1054412796634876,12.5225,1289.0020703395262
barcelona,2021,1964.4660311995483,2620.714376154586,605.0230592701632,0.1052214016122023,11.3275,1436.2721320065616
barcelona,2022,1965.3828460303016,2736.8577665598405,659.344284039482,0.0877254236348432,9.925,3558.353723645967
barcelona,2023,3480.4659227413326,2865.789163197844,697.9043550197711,0.0862462129287903,9.12,3554.0166931270046
barcelona,2024,3432.906769891209,2956.442618778319,669.8230183650942,0.1361083095484062,8.4525,
bizkaia,2000,165.40531412344515,,,,,
bizkaia,2003,165.40531412344515,986.5658177164112,0.0,0.0,11.445,2124.938339636393
bizkaia,2004,283.7642691053314,1637.3402219229838,821.7728130604255,0.3545945255924166,11.795,2559.8178802516554
bizkaia,2005,282.73314001605775,1408.8077423480545,700.4291784840169,0.2649795126673456,8.5375,3198.921003424419
bizkaia,2006,281.58829521642974,2317.9792499071928,591.1506853653259,0.1759377039777755,7.985,3817.4083320577847
bizkaia,2007,280.1294493850454,1466.7196412662795,581.0870177809127,0.0875131050874868,7.1625,4383.706460042391
bizkaia,2008,205.9901625990789,1639.566820180248,496.0472863602661,0.0870258397123273,7.917499999999999,669.9249141054962
bizkaia,2009,205.00109126056185,1945.2152554762224,443.4328632252119,0.0866079810986742,12.51,479.2885674000631
bizkaia,2010,204.7900274956784,1646.4529882732404,446.43706881187177,0.1730376235704929,12.11,465.21165096927024
bizkaia,2011,204.75247182166552,1865.003503369289,319.1958686193265,0.0865029454252917,14.1575,498.5164744859562
bizkaia,2012,204.80934214408643,1855.1382744272128,346.1078870200024,0.0,16.89,355.1932190542775
bizkaia,2013,205.82035978129304,1932.120149700182,359.9899828874327,0.0,17.7625,306.3393018629047
bizkaia,2014,207.0646939387869,1962.1719835433,362.166384835901,0.1749596062009183,17.315,349.3068537801335
bizkaia,2015,207.3769055545821,1985.2812335728047,370.59751182758015,0.1752234098475556,15.985,388.032241107412
bizkaia,2016,175.67232156717603,2256.639457775057,339.4168170069752,0.0877046038777713,14.21,540.3480644909494
bizkaia,2017,175.46103416015222,2563.150204456342,414.3438300436945,0.0875991184024724,12.7,692.9090265635566
bizkaia,2018,175.1269079914876,2839.801283855975,271.9144702214311,0.0874323055374376,11.6475,872.3995446525529
bizkaia,2019,10042.706927305857,2824.1818281632186,427.8535259574639,0.0,10.605,1133.593995759806
bizkaia,2020,9980.895404504736,2622.3352293590697,263.27275750500564,0.0866028807582255,11.2575,641.4675377761766
bizkaia,2021,9990.074850364284,2680.2238142913484,364.933449487923,0.0866825295695778,11.065,557.2819826028164
bizkaia,2022,10033.194710088212,3003.455279421456,547.5864842771292,0.0870566747658393,9.41,1745.4863290550782
bizkaia,2023,12671.055301305318,3144.9376648556035,672.8623181494205,0.0,8.05,1709.38244072135
bizkaia,2024,12604.539714741131,3003.360451556365,445.93261156078137,0.0862538900504412,8.98,
burgos,2000,120.70914492481953,,,,,
burgos,2003,120.70914492481953,1295.138119663946,0.0,0.0,8.71,3098.106712564544
burgos,2004,130.70677642648238,1555.4953306909674,680.3527671443251,0.0,8.4875,3763.395327303319
burgos,2005,129.44169532276553,1674.634460007269,391.4003746260729,0.2795716961614806,6.805,4852.525930274819
burgos,2006,128.36365451047146,2306.664374788602,601.6179919821234,0.2772433142774762,7.065,5787.454185542316
burgos,2007,126.744100103202,1990.1287424412064,665.2012165243648,0.0,6.5225,6482.2900441551255
burgos,2008,119.44352736867252,1894.9916926355684,644.189810527672,0.2684124210531967,9.16,995.5416696863064
burgos,2009,118.72745512369,2129.0900941281934,586.9671938699281,0.0,12.6675,525.6024417835265
burgos,2010,118.9823665459018,1745.9659630218848,598.9224742984719,0.5347522091950643,15.3725,501.86494832956777
burgos,2011,119.22240202329792,1811.1088487134696,718.0135672414347,0.2679155101647144,14.975,519.756089719546
burgos,2012,119.5625890002418,1676.5630457562,523.9259517988124,0.0,17.310000000000002,366.2108063086058
burgos,2013,120.6668402099874,1591.717645017137,469.1092889062432,0.0,20.4125,321.32630482884286
burgos,2014,121.7370370573012,1860.2513527857263,514.3047857701714,0.0,18.225,366.0318102981326
burgos,2015,122.47886207503964,1709.199401092126,536.7051259468029,0.0,17.884999999999998,348.9959485643826
burgos,2016,123.41501835971734,2116.0822249093108,657.2889741854609,0.5546742398189544,11.7325,461.7663046492795
burgos,2017,124.1574036873354,2357.5956430516494,675.1930717378689,0.0,10.5525,641.4334181509754
burgos,2018,124.5922752789327,2211.862864502401,663.5588593507202,0.2799826410762532,10.39,762.9526969327902
burgos,2019,11304.601423976535,2456.4857111610263,759.940214297532,0.5608414865664443,9.96,993.530693452456
burgos,2020,11288.330845847766,2150.531612534687,730.8447276973351,0.0,11.1275,571.7949938536239
burgos,2021,11322.540599142798,2407.019396588043,831.3625920537465,0.0,9.63,659.7536245723819
burgos,2022,11360.70295283024,2699.7627139660585,817.2559363780343,0.0,8.555,1901.951832625984
burgos,2023,12884.68534012368,3206.7605003217955,1010.1575398046842,0.0,7.717499999999999,1872.009402020315
burgos,2024,12799.79985545116,3288.486128870851,947.9068215933728,0.0,6.9275,
caceres,2000,93.78240008710134,,,,,
caceres,2003,93.78240008710134,1166.9598913212926,0.0,0.0,18.7675,2652.136580827314
caceres,2004,56.33329544836856,1492.3381776673075,560.8621959113888,0.2470758572296866,15.845,2832.971778995587
caceres,2005,56.200962811231314,1424.7437063548991,532.4301740011388,0.0,12.95,3173.6289306780845
caceres,2006,56.09960139756902,2052.0643669110773,637.2717878057183,0.2460508833226711,11.1525,3174.3024457457805
caceres,2007,55.9226501449574,1265.6178717016674,662.2419096113376,0.0,11.165,3050.973005057566
caceres,2008,86.80237178311633,1383.9476740632067,564.8267008985879,0.0,14.5025,348.1875420257962
caceres,2009,86.52205703144041,1433.09773336583,548.3792347063124,0.2437241043139166,19.3575,277.11430660492323
caceres,2010,86.1943378818045,1556.3541009080757,524.4500558442189,0.0,21.18,245.71456320108777
caceres,2011,86.08210050024613,1481.5820677647996,555.2901694241228,0.0,21.4975,217.993826337243
caceres,2012,86.06039742933957,1512.723605518532,715.1497814550753,0.0,31.7875,162.90869597891884
caceres,2013,86.55686542236093,1577.529350092043,636.3758274714423,0.0,32.955,157.0214685408463
caceres,2014,87.00745813225623,1546.5269318719347,544.1029776157995,0.0,27.315,145.09412736421322
caceres,2015,87.44553128702579,2046.9644084371391,647.8359078447263,0.246325440245143,27.115,161.0968379203236
caceres,2016,88.04934731871136,2177.671181572636,689.5131987211762,0.0,23.545,198.9171170411451
caceres,2017,88.73535866582014,2292.121799903016,577.4047282198437,0.0,22.79,255.95776696845024
caceres,2018,89.42538522188832,1919.4970011008136,748.1504059408685,0.0,20.4825,324.4504117346258
caceres,2019,2530.535483004301,2121.452523311899,600.698026314122,0.0,19.945,388.2993149000991
caceres,2020,2540.942928039702,2013.1068270026087,481.0078259209773,0.0,20.4075,227.26983521028188
caceres,2021,2556.434102175427,2166.20918513663,588.9221188905732,0.0,19.61,301.3744930148716
caceres,2022,2566.8647176937297,2966.9089385201964,881.8455510506303,0.2570978282946444,16.7775,1016.8219109053184
caceres,2023,2338.657126593983,3368.902556811596,618.1472581305682,0.0,14.94,1072.4854928565358
caceres,2024,2336.280271296688,2974.383252884328,424.5443224272614,0.0,15.7125,
cadiz,2000,88.54105394812609,,,,,
cadiz,2003,88.54105394812609,2331.610571501102,0.0,0.2653578040403379,23.2525,1760.5605772062954
cadiz,2004,161.5202481538358,2754.934102710446,843.4363607600193,0.2622081950549282,22.7775,1871.2050826436528
