term,coef,se,IRR,IRR_lo,IRR_hi,p
post_2004,0.30821606753680114,0.024463177018070412,1.360995024012726,1.297278022609416,1.4278415444528754,2.1334029378582976e-36
t_post_2004,0.026122012224746922,0.002186462341359678,1.026466182255785,1.022076708326368,1.0308745074917822,6.71831490588991e-33
post_2019,-0.11326119147178458,0.02220744713106303,0.892917407243731,0.8548854566514904,0.9326413146409408,3.3939410181022653e-07
t_post_2019,0.015474146957594519,0.005914323561676054,1.0155944915114505,1.003889617781491,1.0274358384817022,0.00888663154625043
