province_norm,year,province,population,population_imputed_from_nearest,denuncies,denuncies_per100k,ordres,ordres_per100k,feminicidis,feminicidis_per100k,immigracio,immigracio_per100k,votes,votes_per100k,atur_annual_mean_pct,n_quarters,atur_used_pct,unemployed_est,unemployed_per100k
caceres,2015,Caceres,405967.0,False,8310.0,2046.9644084371391,2630.0,647.8359078447263,1.0,0.24632544024514305,654.0,161.0968379203236,0.0,0.0,27.115,4.0,27.115,110077.95205,27115.0
caceres,2016,Caceres,403183.0,False,8780.0,2177.6711815726358,2780.0,689.5131987211762,0.0,0.0,802.0,198.9171170411451,0.0,0.0,23.545,4.0,23.545,94929.43735000001,23545.000000000004
caceres,2017,Caceres,400066.0,False,9170.0,2292.121799903016,2310.0,577.4047282198437,0.0,0.0,1024.0,255.95776696845022,0.0,0.0,22.79,4.0,22.79,91175.0414,22790.0
caceres,2018,Caceres,396979.0,False,7620.0,1919.4970011008138,2970.0,748.1504059408685,0.0,0.0,1288.0,324.4504117346258,0.0,0.0,20.4825,4.0,20.4825,81311.223675,20482.5
caceres,2019,Caceres,394541.0,False,8370.0,2121.452523311899,2370.0,600.698026314122,0.0,0.0,1532.0,388.2993149000991,9984.0,2530.535483004301,19.945,4.0,19.945,78691.20245000001,19945.0
caceres,2020,Caceres,392925.0,False,7910.0,2013.1068270026087,1890.0,481.0078259209773,0.0,0.0,893.0,227.26983521028188,0.0,0.0,20.4075,4.0,20.4075,80186.169375,20407.5
caceres,2021,Caceres,390544.0,False,8460.0,2166.20918513663,2300.0,588.9221188905732,0.0,0.0,1177.0,301.3744930148716,0.0,0.0,19.61,4.0,19.61,76585.6784,19610.000000000004
caceres,2022,Caceres,388957.0,False,11540.0,2966.9089385201964,3430.0,881.8455510506303,1.0,0.2570978282946444,3955.0,1016.8219109053185,0.0,0.0,16.7775,4.0,16.7775,65257.260675000005,16777.5
caceres,2023,Caceres,388257.0,False,13080.0,3368.9025568115962,2400.0,618.1472581305682,0.0,0.0,4164.0,1072.4854928565358,9080.0,2338.657126593983,14.94,4.0,14.94,58005.5958,14940.0
caceres,2024,Caceres,388652.0,False,11560.0,2974.383252884328,1650.0,424.5443224272614,0.0,0.0,,,0.0,0.0,15.7125,4.0,15.7125,61066.94550000001,15712.500000000002
cadiz,2000,,1130549.0,True,,,,,,,,,1001.0,88.54105394812609,,,,,
cadiz,2003,Cadiz,1130549.0,False,26360.0,2331.6105715011026,0.0,0.0,3.0,0.26535780404033793,19904.0,1760.5605772062954,0.0,0.0,23.2525,4.0,23.2525,262880.906225,23252.499999999996
cadiz,2004,Cadiz,1144129.0,False,31520.0,2754.934102710446,9650.0,843.4363607600193,3.0,0.26220819505492826,21409.0,1871.2050826436528,1848.0,161.5202481538358,22.7775,4.0,22.7775,260603.982975,22777.5
cadiz,2005,Cadiz,1160689.0,False,31900.0,2748.367564438019,10350.0,891.7117332894513,0.0,0.0,27720.0,2388.2366422013133,0.0,0.0,17.64,4.0,17.64,204745.5396,17640.0
cadiz,2006,Cadiz,1176671.0,False,47230.0,4013.866237886376,10610.0,901.6963960189382,1.0,0.0849855227162053,31869.0,2708.4036234427467,0.0,0.0,15.3475,4.0,15.3475,180589.581725,15347.5
cadiz,2007,Cadiz,1193632.0,False,38280.0,3207.0185785903864,11360.0,951.7171121417657,0.0,0.0,36888.0,3090.3997211870997,0.0,0.0,15.02,4.0,15.02,179283.5264,15020.0
cadiz,2008,Cadiz,1209067.0,False,45420.0,3756.6156383393145,12280.0,1015.6591818319415,3.0,0.24812520728793358,4926.0,407.421590366787,1895.0,156.73242260354473,19.235,4.0,19.235,232564.03745,19235.0
cadiz,2009,Cadiz,1221024.0,False,36930.0,3024.510574730718,11070.0,906.6160861702964,1.0,0.08189847210210446,3593.0,294.2612102628613,0.0,0.0,26.79,4.0,26.79,327112.32959999994,26789.999999999996
cadiz,2010,Cadiz,1229844.0,False,38030.0,3092.262108039719,11030.0,896.8617157948488,1.0,0.08131112563869888,3402.0,276.6204494228536,0.0,0.0,30.57,4.0,30.57,375963.31080000004,30570.000000000004
cadiz,2011,Cadiz,1238923.0,False,34270.0,2766.112179691555,9750.0,786.9738474465322,1.0,0.08071526640477253,3346.0,270.0732813903689,0.0,0.0,32.525000000000006,4.0,32.525000000000006,402959.70575,32525.000000000004
cadiz,2012,Cadiz,1245363.0,False,34620.0,2779.912362901419,12050.0,967.5893695251906,0.0,0.0,2945.0,236.4772359544968,0.0,0.0,36.3775,4.0,36.3775,453031.92532499996,36377.49999999999
cadiz,2013,Cadiz,1246384.0,False,37330.0,2995.064121490648,9480.0,760.6002644449865,1.0,0.08023209540558929,2687.0,215.58364035481844,0.0,0.0,39.615,4.0,39.615,493755.0216,39615.0
cadiz,2014,Cadiz,1245504.0,False,38060.0,3055.7910693181234,9570.0,768.3636503776784,2.0,0.16057756538718462,2763.0,221.83790658239556,0.0,0.0,42.3075,4.0,42.3075,526941.6048,42307.5
cadiz,2015,Cadiz,1245567.0,False,37660.0,3023.522620621773,11070.0,888.7518696304576,0.0,0.0,3054.0,245.18954018531318,0.0,0.0,38.32,4.0,38.32,477301.2744,38320.0
cadiz,2016,Cadiz,1244475.0,False,37410.0,3006.0869041161936,11840.0,951.4052110327648,0.0,0.0,3714.0,298.4391008256494,1725.0,138.61266799252695,34.3925,4.0,34.3925,428006.06437499996,34392.5
cadiz,2017,Cadiz,1244090.0,False,40380.0,3245.745886551616,14540.0,1168.7257352763868,0.0,0.0,4712.0,378.7507334678359,0.0,0.0,30.28,4.0,30.28,376710.452,30280.0
cadiz,2018,Cadiz,1243737.0,False,41560.0,3341.5424643634465,12720.0,1022.7242576203811,0.0,0.0,5838.0,469.3918408795429,0.0,0.0,27.545,4.0,27.545,342587.35665000003,27545.000000000004
cadiz,2019,Cadiz,1243186.0,False,44850.0,3607.6661094960846,12270.0,986.9802266113035,1.0,0.08043848627638986,7592.0,610.6889878103518,87438.0,7033.380363034976,24.9025,4.0,24.9025,309584.39365,24902.5
cadiz,2020,Cadiz,1247160.0,False,50270.0,4030.7578819076944,11960.0,958.978799833221,3.0,0.24054652169729626,5476.0,439.0775842714648,0.0,0.0,22.9325,4.0,22.9325,286004.967,22932.5
cadiz,2021,Cadiz,1249873.0,False,52060.0,4165.223186675767,13060.0,1044.9061624661065,2.0,0.16001625765177743,6368.0,509.49176436325934,0.0,0.0,25.7925,4.0,25.7925,322373.493525,25792.5
cadiz,2022,Cadiz,1250545.0,False,55210.0,4414.875114450099,11870.0,949.1861548364914,0.0,0.0,14296.0,1143.1815728342444,0.0,0.0,23.4675,4.0,23.4675,293471.647875,23467.500000000004
cadiz,2023,Cadiz,1254866.0,False,53510.0,4264.200320990448,10260.0,817.6171798423098,3.0,0.23906935083108474,14090.0,1122.8290510699949,96720.0,7707.595870794172,22.255,4.0,22.255,279270.42829999997,22254.999999999996
cadiz,2024,Cadiz,1258730.0,False,58970.0,4684.880792544866,9980.0,792.8626472714561,0.0,0.0,,,0.0,0.0,20.9725,4.0,20.9725,263987.14925,20972.500000000004
cantabria,2000,,541645.0,True,,,,,,,,,670.0,123.69725558253099,,,,,
cantabria,2003,Cantabria,541645.0,False,7880.0,1454.8274238661854,0.0,0.0,1.0,0.18462276952616566,13677.0,2525.0856188093676,0.0,0.0,10.41,4.0,10.41,56385.2445,10410.0
cantabria,2004,Cantabria,548009.0,False,8410.0,1534.6463288011694,3390.0,618.6029791481527,2.0,0.364957509821919,16364.0,2986.082345362941,720.0,131.38470353589085,10.5625,4.0,10.5625,57883.450625,10562.5
cantabria,2005,Cantabria,554690.0,False,6550.0,1180.8397483278948,2720.0,490.3639870918891,0.0,0.0,20547.0,3704.2311921974438,0.0,0.0,8.504999999999999,4.0,8.504999999999999,47176.38449999999,8504.999999999998
cantabria,2006,Cantabria,561042.0,False,11430.0,2037.2806313965798,3540.0,630.9688044745313,0.0,0.0,23834.0,4248.166803911294,0.0,0.0,6.465,4.0,6.465,36271.3653,6465.0
cantabria,2007,Cantabria,568190.0,False,11220.0,1974.6915644414719,3660.0,644.1507242295711,2.0,0.3519949312729897,26795.0,4715.852091729878,0.0,0.0,5.9625,4.0,5.9625,33878.32875,5962.5
cantabria,2008,Cantabria,577266.0,False,12140.0,2103.0166335796666,4160.0,720.6383192497046,0.0,0.0,5838.0,1011.3188720624462,891.0,154.34825539699204,7.16,4.0,7.16,41332.245599999995,7160.0
cantabria,2009,Cantabria,584655.0,False,11720.0,2004.6010040109124,3990.0,682.453754778459,0.0,0.0,3747.0,640.8907817430793,0.0,0.0,12.0,4.0,12.0,70158.59999999999,11999.999999999998
cantabria,2010,Cantabria,588518.0,False,12310.0,2091.694731512035,3290.0,559.0313295430217,0.0,0.0,2777.0,471.8632225352496,0.0,0.0,13.7,4.0,13.7,80626.96599999999,13699.999999999998
cantabria,2011,Cantabria,590874.0,False,11680.0,1976.7327721307759,3030.0,512.7996831811859,0.0,0.0,2805.0,474.7204987865433,0.0,0.0,15.3,4.0,15.3,90403.722,15300.0
cantabria,2012,Cantabria,592387.0,False,11060.0,1867.0227402019286,3190.0,538.4993256097787,0.0,0.0,2088.0,352.4722858536734,0.0,0.0,17.7925,4.0,17.7925,105400.456975,17792.5
cantabria,2013,Cantabria,589789.0,False,11370.0,1927.8080805169307,3290.0,557.8266125682236,1.0,0.16955216187483999,1674.0,283.8303189784821,0.0,0.0,20.4475,4.0,20.4475,120597.105775,20447.5
cantabria,2014,Cantabria,587491.0,False,12300.0,2093.64909419889,3800.0,646.8184193459986,0.0,0.0,1697.0,288.855488850042,0.0,0.0,19.4175,4.0,19.4175,114076.06492500001,19417.5
cantabria,2015,Cantabria,585184.0,False,13270.0,2267.662820582928,3520.0,601.520205610543,1.0,0.17088642204844973,1871.0,319.7284956526494,0.0,0.0,17.6475,4.0,17.6475,103270.34640000001,17647.500000000004
cantabria,2016,Cantabria,582494.0,False,15070.0,2587.1511122861352,3360.0,576.8299759310826,0.0,0.0,2527.0,433.82421106483497,713.0,122.40469429728033,14.9075,4.0,14.9075,86835.29305000001,14907.500000000002
cantabria,2017,Cantabria,581421.0,False,19080.0,3281.615215136708,2960.0,509.09753861659624,0.0,0.0,3237.0,556.7394366560547,0.0,0.0,13.565,4.0,13.565,78869.75864999999,13565.0
cantabria,2018,Cantabria,581533.0,False,20000.0,3439.18573838458,3520.0,605.2966899556861,0.0,0.0,4248.0,730.4830508328848,0.0,0.0,10.675,4.0,10.675,62078.647750000004,10675.000000000002
cantabria,2019,Cantabria,581989.0,False,20040.0,3443.3640498359932,2790.0,479.39050394423265,2.0,0.3436491067700592,5123.0,880.2571869915067,40139.0,6896.865748321704,10.28,4.0,10.28,59828.46919999999,10279.999999999998
cantabria,2020,Cantabria,583011.0,False,16680.0,2861.0094835260397,2850.0,488.84154844419743,1.0,0.17152335033129737,3064.0,525.5475454150951,0.0,0.0,12.165,4.0,12.165,70923.28815,12165.0
cantabria,2021,Cantabria,584708.0,False,18980.0,3246.06470238136,3640.0,622.5329566210827,1.0,0.17102553753326447,3515.0,601.1547644294246,0.0,0.0,11.265,4.0,11.265,65867.3562,11264.999999999998
cantabria,2022,Cantabria,585450.0,False,22180.0,3788.5387308907675,4050.0,691.7755572636433,0.0,0.0,9472.0,1617.900760099069,0.0,0.0,9.575,4.0,9.575,56056.837499999994,9574.999999999998
cantabria,2023,Cantabria,588387.0,False,24920.0,4235.307714140523,4850.0,824.2874162753426,0.0,0.0,9230.0,1568.695433447714,49243.0,8369.151595803442,8.1425,4.0,8.1425,47909.411475,8142.5
cantabria,2024,Cantabria,590851.0,False,24590.0,4161.793751724208,4640.0,785.3079710451535,0.0,0.0,,,0.0,0.0,7.8475,4.0,7.8475,46367.032225,7847.5
castello,2000,,504094.0,True,,,,,,,,,304.0,60.306212730165406,,,,,
castello,2003,Castello,504094.0,False,8110.0,1608.8269251369784,0.0,0.0,1.0,0.1983756997702809,43789.0,8686.673517240832,0.0,0.0,6.7625,4.0,6.7625,34089.35675,6762.500000000001
castello,2004,Castello,518182.0,False,12140.0,2342.806195506598,4310.0,831.7540941213704,0.0,0.0,52247.0,10082.750848157597,504.0,97.263123767325,8.52,4.0,8.52,44149.1064,8520.0
castello,2005,Castello,533625.0,False,10430.0,1954.5561021316469,3360.0,629.6556570625439,0.0,0.0,65638.0,12300.39821972359,0.0,0.0,7.4775,4.0,7.4775,39901.809375,7477.499999999999
castello,2006,Castello,548375.0,False,20220.0,3687.257807157511,5360.0,977.4333257351265,2.0,0.3647139275131069,77841.0,14194.848415773879,0.0,0.0,6.2575,4.0,6.2575,34314.565625,6257.500000000001
castello,2007,Castello,567548.0,False,12590.0,2218.3145742738943,5290.0,932.0797536067435,2.0,0.35239310155264403,88221.0,15544.235906037904,0.0,0.0,6.8025,4.0,6.8025,38607.4527,6802.5
castello,2008,Castello,588015.0,False,12430.0,2113.8916524238325,5500.0,935.3502886831119,0.0,0.0,6458.0,1098.2713026028248,425.0,72.27706776187682,10.685,4.0,10.685,62829.40275,10685.0
castello,2009,Castello,594737.0,False,16630.0,2796.193947913111,5220.0,877.6988820268455,2.0,0.3362830965620098,5015.0,843.2298646292394,0.0,0.0,19.635,4.0,19.635,116776.60995000001,19635.000000000004
castello,2010,Castello,595853.0,False,19080.0,3202.132069486937,5120.0,859.2723373046708,2.0,0.33565325675963703,4252.0,713.5988238709883,0.0,0.0,23.9025,4.0,23.9025,142423.76332499998,23902.499999999996
castello,2011,Castello,595574.0,False,16440.0,2760.3622723624603,5040.0,846.2424484614843,1.0,0.16790524771061194,3898.0,654.4946555759653,0.0,0.0,25.965,4.0,25.965,154640.7891,25965.0
castello,2012,Castello,593924.0,False,17300.0,2912.8305978542708,4650.0,782.928455492622,0.0,0.0,2950.0,496.6965470329537,0.0,0.0,27.19,4.0,27.19,161487.93560000003,27190.000000000004
castello,2013,Castello,586696.0,False,16500.0,2812.359382030899,3750.0,639.1725868252042,1.0,0.17044602315338778,2581.0,439.92118575889384,0.0,0.0,29.125,4.0,29.125,170875.21,29125.0
castello,2014,Castello,580349.0,False,15110.0,2603.6057613608364,4650.0,801.2420112725274,0.0,0.0,3167.0,545.7061182150741,0.0,0.0,27.0825,4.0,27.0825,157173.017925,27082.5
castello,2015,Castello,577738.0,False,15250.0,2639.604803561476,3860.0,668.1229207703146,0.0,0.0,3433.0,594.2139862705933,0.0,0.0,22.5025,4.0,22.5025,130005.49345,22502.5
castello,2016,Castello,575546.0,False,16320.0,2835.5683125241076,4330.0,752.3290927223889,1.0,0.17374805836544777,4227.0,734.4330427107477,409.0,71.06295587146813,19.4975,4.0,19.4975,112217.08135,19497.499999999996
castello,2017,Castello,575433.0,False,18780.0,3263.629301760587,4680.0,813.300592771009,2.0,0.3475643558850466,4527.0,786.7119195458029,0.0,0.0,16.7225,4.0,16.7225,96226.783425,16722.5
castello,2018,Castello,576342.0,False,17510.0,3038.1266678465217,5010.0,869.2755343181653,1.0,0.1735080906822685,6262.0,1086.5076638523653,0.0,0.0,15.525,4.0,15.525,89477.0955,15525.0
castello,2019,Castello,579592.0,False,19030.0,3283.34414553686,5520.0,952.3940979171555,1.0,0.17253516266615135,7644.0,1318.858783420061,25903.0,4469.178318541319,13.7525,4.0,13.7525,79708.3898,13752.5
castello,2020,Castello,584201.0,False,19790.0,3387.532715623561,4110.0,703.5249854074198,1.0,0.1711739623862335,4909.0,840.2929813540202,0.0,0.0,14.285,4.0,14.285,83453.11285,14285.0
castello,2021,Castello,587632.0,False,18760.0,3192.4742015411007,4250.0,723.2417567457185,1.0,0.17017453099899255,5881.0,1000.7964168050753,0.0,0.0,13.8225,4.0,13.8225,81225.4332,13822.499999999998
castello,2022,Castello,591300.0,False,38990.0,6593.945543717234,4620.0,781.3292744799595,0.0,0.0,18338.0,3101.302215457467,0.0,0.0,12.1875,4.0,12.1875,72064.6875,12187.5
castello,2023,Castello,604086.0,False,38750.0,6414.649569763245,5030.0,832.6628989912032,2.0,0.33107868747165137,18106.0,2997.25535768086,32076.0,5309.839989670345,14.7575,4.0,14.7575,89147.99145,14757.500000000002
castello,2024,Castello,615188.0,False,26520.0,4310.877325305435,7410.0,1204.5098408941658,1.0,0.1625519353433422,,,0.0,0.0,13.6525,4.0,13.6525,83988.5417,13652.5
ceuta,2000,,71110.0,True,,,,,,,,,93.0,130.78329348896077,,,,,
ceuta,2003,Ceuta,71110.0,False,0.0,0.0,0.0,0.0,1.0,1.406271972999578,3203.0,4504.289129517649,0.0,0.0,9.46,4.0,9.46,6727.006,9460.0
ceuta,2004,Ceuta,71542.0,False,4410.0,6164.21123256269,0.0,0.0,0.0,0.0,2863.0,4001.8450700287945,178.0,248.80489782225825,10.8525,4.0,10.8525,7764.09555,10852.5
ceuta,2005,Ceuta,71983.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3037.0,4219.051720545129,0.0,0.0,19.44,4.0,19.44,13993.495200000001,19440.0
ceuta,2006,Ceuta,72806.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3078.0,4227.673543389281,0.0,0.0,21.225,4.0,21.225,15453.073500000002,21225.000000000004
ceuta,2007,Ceuta,74155.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3016.0,4067.1566313802173,0.0,0.0,21.005,4.0,21.005,15576.257749999999,21005.0
ceuta,2008,Ceuta,75252.0,False,0.0,0.0,0.0,0.0,0.0,0.0,438.0,582.0443310476797,76.0,100.99399351512251,17.45,4.0,17.45,13131.473999999998,17450.0
ceuta,2009,Ceuta,76922.0,False,3340.0,4342.060788851044,810.0,1053.0147422063908,1.0,1.3000182002548037,437.0,568.1079535113491,0.0,0.0,18.6325,4.0,18.6325,14332.49165,18632.5
ceuta,2010,Ceuta,79294.0,False,2730.0,3442.883446414609,700.0,882.7906272857972,0.0,0.0,646.0,814.6896360380357,0.0,0.0,23.92,4.0,23.92,18967.1248,23920.000000000004
ceuta,2011,Ceuta,81627.0,False,3540.0,4336.800323422397,930.0,1139.328898526223,0.0,0.0,756.0,926.164136866478,0.0,0.0,27.745,4.0,27.745,22647.411150000004,27745.000000000004
ceuta,2012,Ceuta,83837.0,False,3410.0,4067.416534465689,1000.0,1192.7907725705834,0.0,0.0,272.0,324.4390901391987,0.0,0.0,37.02,4.0,37.02,31036.457400000003,37020.0
ceuta,2013,Ceuta,84487.0,False,2690.0,3183.921786783766,880.0,1041.5803614757301,0.0,0.0,374.0,442.6716536271852,0.0,0.0,34.79,4.0,34.79,29393.027299999998,34790.0
ceuta,2014,Ceuta,84562.0,False,2390.0,2826.328610960006,340.0,402.07185260518906,0.0,0.0,362.0,428.08826659728953,0.0,0.0,31.8425,4.0,31.8425,26926.654850000003,31842.5
ceuta,2015,Ceuta,84561.0,False,1510.0,1785.6931682454085,520.0,614.9406937004056,0.0,0.0,368.0,435.18879861874865,0.0,0.0,27.5475,4.0,27.5475,23294.441474999996,27547.499999999996
ceuta,2016,Ceuta,84558.0,False,1740.0,2057.7591712197545,1310.0,1549.2324794815393,0.0,0.0,398.0,470.68284491118527,139.0,164.38420965491142,24.880000000000003,4.0,24.880000000000003,21038.030400000003,24880.000000000004
ceuta,2017,Ceuta,85005.0,False,4430.0,5211.458149520616,1680.0,1976.3543320981119,0.0,0.0,419.0,492.91218163637427,0.0,0.0,22.37,4.0,22.37,19015.6185,22370.0
ceuta,2018,Ceuta,85327.0,False,2800.0,3281.4935483492914,1370.0,1605.5879147280461,0.0,0.0,424.0,496.91188017860696,0.0,0.0,28.9275,4.0,28.9275,24682.967925,28927.5
ceuta,2019,Ceuta,85087.0,False,2640.0,3102.706641437587,1140.0,1339.8051406207762,0.0,0.0,402.0,472.4576022189054,9092.0,10685.533630284297,25.815,4.0,25.815,21965.209049999998,25815.0
ceuta,2020,Ceuta,84502.0,False,2280.0,2698.1609902724194,900.0,1065.0635487917446,0.0,0.0,440.0,520.6977349648529,0.0,0.0,24.5175,4.0,24.5175,20717.77785,24517.499999999996
ceuta,2021,Ceuta,84071.0,False,2750.0,3271.044712207539,1000.0,1189.470804439105,0.0,0.0,604.0,718.4403658812195,0.0,0.0,30.85,4.0,30.85,25935.9035,30850.0
ceuta,2022,Ceuta,83051.0,False,2500.0,3010.198552696536,920.0,1107.7530673923252,1.0,1.2040794210786143,898.0,1081.2633201285958,0.0,0.0,29.8525,4.0,29.8525,24792.799775,29852.5
ceuta,2023,Ceuta,83052.0,False,3250.0,3913.2110003371386,1140.0,1372.63401242595,0.0,0.0,804.0,968.0681982372489,7752.0,9333.91128449646,29.98,4.0,29.98,24898.9896,29980.0
ceuta,2024,Ceuta,83179.0,False,3300.0,3967.3475276211548,1210.0,1454.6940934610898,0.0,0.0,,,0.0,0.0,27.4075,4.0,27.4075,22797.284425,27407.5
ciudad real,2000,,483315.0,True,,,,,,,,,183.0,37.86350516743739,,,,,
ciudad real,2003,Ciudad Real,483315.0,False,7220.0,1493.8497667152892,0.0,0.0,0.0,0.0,12742.0,2636.3758625327164,0.0,0.0,11.0525,4.0,11.0525,53418.390375,11052.500000000002
ciudad real,2004,Ciudad Real,488058.0,False,8880.0,1819.4558843416153,3690.0,756.0576816689819,0.0,0.0,16945.0,3471.923418937913,389.0,79.70364178028021,9.6625,4.0,9.6625,47158.604250000004,9662.5
ciudad real,2005,Ciudad Real,494021.0,False,6960.0,1408.8469923343341,2690.0,544.511265715425,1.0,0.20242054487562272,22532.0,4560.93971713753,0.0,0.0,10.65,4.0,10.65,52613.2365,10650.0
ciudad real,2006,Ciudad Real,500916.0,False,11660.0,2327.7355884020476,3660.0,730.6614282634214,3.0,0.5989028100519848,27888.0,5567.40052224325,0.0,0.0,10.9275,4.0,10.9275,54737.5959,10927.5
ciudad real,2007,Ciudad Real,509228.0,False,8850.0,1737.9248588058786,4310.0,846.379225022976,2.0,0.3927513805211026,30948.0,6077.434862183541,0.0,0.0,9.27,4.0,9.27,47205.4356,9269.999999999998
ciudad real,2008,Ciudad Real,519759.0,False,10160.0,1954.7521062646342,5140.0,988.9198647834862,0.0,0.0,4259.0,819.4182303721532,286.0,55.025502203906036,13.505,4.0,13.505,70193.45295,13505.0
ciudad real,2009,Ciudad Real,523964.0,False,10800.0,2061.2103121588507,4940.0,942.8128650059926,0.0,0.0,3254.0,621.0350329411945,0.0,0.0,19.8,4.0,19.8,103744.872,19800.0
ciudad real,2010,Ciudad Real,525459.0,False,11710.0,2228.5278204388924,4880.0,928.7118500206486,1.0,0.19030980533210012,2618.0,498.2310703594381,0.0,0.0,22.2275,4.0,22.2275,116796.399225,22227.5
ciudad real,2011,Ciudad Real,526166.0,False,11430.0,2172.318241771608,3950.0,750.7136531056739,1.0,0.1900540893938415,2367.0,449.85802959522283,247.0,46.94336008027885,23.84,4.0,23.84,125437.9744,23840.0
ciudad real,2012,Ciudad Real,526281.0,False,11380.0,2162.34293086773,3920.0,744.8492345344027,1.0,0.1900125598302048,1505.0,285.9689025444582,0.0,0.0,31.0675,4.0,31.0675,163502.34967499998,31067.499999999996
ciudad real,2013,Ciudad Real,522634.0,False,11300.0,2162.1249287264127,4480.0,857.1964319198521,1.0,0.19133848926782412,1318.0,252.18412885499222,0.0,0.0,30.54,4.0,30.54,159612.4236,30540.0
ciudad real,2014,Ciudad Real,518032.0,False,11490.0,2218.00969824258,4780.0,922.7229205917781,0.0,0.0,1474.0,284.5384068937826,0.0,0.0,33.0325,4.0,33.0325,171118.9204,33032.5
ciudad real,2015,Ciudad Real,514152.0,False,11940.0,2322.270456985483,5140.0,999.7043675800153,0.0,0.0,1284.0,249.73159688185595,0.0,0.0,31.29,4.0,31.29,160878.1608,31290.0
ciudad real,2016,Ciudad Real,508629.0,False,16590.0,3261.7094188494957,5970.0,1173.7435340886973,0.0,0.0,1621.0,318.6998775138657,406.0,79.82242459631676,26.2325,4.0,26.2325,133426.10242500002,26232.500000000004
ciudad real,2017,Ciudad Real,504403.0,False,14410.0,2856.8426436797563,4730.0,937.7422418185458,2.0,0.3965083474919856,2023.0,401.0681934881434,0.0,0.0,24.4125,4.0,24.4125,123137.382375,24412.5
ciudad real,2018,Ciudad Real,499168.0,False,17220.0,3449.7403679723056,4350.0,871.4500929546766,0.0,0.0,2672.0,535.2907237643439,0.0,0.0,20.1125,4.0,20.1125,100395.164,20112.5
ciudad real,2019,Ciudad Real,495686.0,False,17440.0,3518.356378836602,4850.0,978.4419975549037,0.0,0.0,3703.0,747.0455086486203,11468.0,2313.561407826729,18.26,4.0,18.26,90512.2636,18260.0
ciudad real,2020,Ciudad Real,494817.0,False,15000.0,3031.4237384730113,3160.0,638.6199342383144,2.0,0.4041898317964015,2425.0,490.0801710531368,0.0,0.0,17.8975,4.0,17.8975,88559.872575,17897.5
ciudad real,2021,Ciudad Real,492900.0,False,15480.0,3140.5964698721855,3780.0,766.8898356664638,0.0,0.0,2651.0,537.837289511057,0.0,0.0,17.732499999999998,4.0,17.732499999999998,87403.4925,17732.5
ciudad real,2022,Ciudad Real,490950.0,False,16330.0,3326.2042977899987,4460.0,908.4428149506059,1.0,0.20368672980955288,7470.0,1521.5398716773602,0.0,0.0,19.355,4.0,19.355,95023.3725,19355.0
ciudad real,2023,Ciudad Real,491927.0,False,18040.0,3667.210785340101,5440.0,1105.8551370426912,1.0,0.20328219430931824,7237.0,1471.153240216536,12510.0,2543.0602508095717,16.475,4.0,16.475,81044.97325000001,16475.0
ciudad real,2024,Ciudad Real,492948.0,False,18090.0,3669.758270649237,5330.0,1081.2499492847114,1.0,0.2028611537119534,,,0.0,0.0,16.9225,4.0,16.9225,83419.1253,16922.5
cordoba,2000,,766005.0,True,,,,,,,,,419.0,54.69938185782077,,,,,
cordoba,2003,Cordoba,766005.0,False,13060.0,1704.9497065946043,0.0,0.0,1.0,0.1305474507346558,8445.0,1102.473221454168,0.0,0.0,21.085,4.0,21.085,161512.15425000002,21085.000000000004
cordoba,2004,Cordoba,770517.0,False,16710.0,2168.6737606048923,4720.0,612.5757121517112,4.0,0.5191319594506026,10303.0,1337.1541445548896,943.0,122.38535944047958,20.835,4.0,20.835,160537.21695,20835.0
cordoba,2005,Cordoba,775835.0,False,13500.0,1740.0607087847286,4130.0,532.3296835022911,1.0,0.12889338583590584,13856.0,1785.9467541423112,0.0,0.0,14.845,4.0,14.845,115172.70575,14845.0
cordoba,2006,Cordoba,780679.0,False,18950.0,2427.374119196238,5190.0,664.805893331318,2.0,0.2561872421315291,15397.0,1972.2574835495766,0.0,0.0,14.485,4.0,14.485,113081.35315000001,14485.0
cordoba,2007,Cordoba,786384.0,False,12690.0,1613.715436733199,5660.0,719.750147510631,1.0,0.1271643370160125,17087.0,2172.857026592606,0.0,0.0,13.78,4.0,13.78,108363.7152,13780.0
cordoba,2008,Cordoba,792681.0,False,14880.0,1877.1737937455293,6100.0,769.5403321134227,1.0,0.12615415280547915,3189.0,402.30559329667295,1120.0,141.29265114213663,16.322499999999998,4.0,16.322499999999998,129385.35622499998,16322.499999999998
cordoba,2009,Cordoba,797328.0,False,13350.0,1674.3423032929986,4980.0,624.5861176328939,1.0,0.12541889912307105,2081.0,260.99672907511086,0.0,0.0,26.0025,4.0,26.0025,207325.2132,26002.5
cordoba,2010,Cordoba,799757.0,False,10260.0,1282.8896777396135,3830.0,478.89546449734104,1.0,0.12503798028651203,2110.0,263.8301384045404,0.0,0.0,28.06,4.0,28.06,224411.81419999996,28059.999999999996
cordoba,2011,Cordoba,801792.0,False,12240.0,1526.5804597701149,4470.0,557.5011973180077,1.0,0.12472062579821201,1818.0,226.74209770114942,502.0,62.60975415070243,31.6225,4.0,31.6225,253546.67519999997,31622.499999999996
cordoba,2012,Cordoba,802717.0,False,11740.0,1462.5328727309873,4120.0,513.2568514183704,0.0,0.0,1494.0,186.11789709200127,0.0,0.0,34.6475,4.0,34.6475,278121.37257500004,34647.5
