Provincia;Any - Trimestre;Percentatge
Burgos;2013T2;20,91
Burgos;2013T1;22,6
Burgos;2012T4;17,84
Burgos;2012T3;16,42
Burgos;2012T2;17,77
Burgos;2012T1;17,21
Burgos;2011T4;14,97
Burgos;2011T3;13,71
Burgos;2011T2;14,35
Burgos;2011T1;16,87
Burgos;2010T4;16,35
Burgos;2010T3;14,38
Burgos;2010T2;16,61
Burgos;2010T1;14,15
Burgos;2009T4;14,55
Burgos;2009T3;12,23
Burgos;2009T2;13,44
Burgos;2009T1;10,45
Burgos;2008T4;10,59
Burgos;2008T3;8,14
Burgos;2008T2;9,84
Burgos;2008T1;8,07
Burgos;2007T4;7,45
Burgos;2007T3;6,78
Burgos;2007T2;5,94
Burgos;2007T1;5,92
Burgos;2006T4;5,5
Burgos;2006T3;6,32
Burgos;2006T2;7,01
Burgos;2006T1;9,43
Burgos;2005T4;6,47
Burgos;2005T3;5,49
Burgos;2005T2;6,72
Burgos;2005T1;8,54
Burgos;2004T4;7,3
Burgos;2004T3;6,95
Burgos;2004T2;9,41
Burgos;2004T1;10,29
Burgos;2003T4;9,25
Burgos;2003T3;8,49
Burgos;2003T2;7,54
Burgos;2003T1;9,56
Burgos;2002T4;10,01
Burgos;2002T3;7,4
Burgos;2002T2;7,59
Burgos;2002T1;5,73
Caceres;2024T4;16,52
Caceres;2024T3;14,31
Caceres;2024T2;14,4
Caceres;2024T1;17,62
Caceres;2023T4;13,79
Caceres;2023T3;11,58
Caceres;2023T2;15,06
Caceres;2023T1;19,33
Caceres;2022T4;15,25
Caceres;2022T3;14,6
Caceres;2022T2;18,04
Caceres;2022T1;19,22
Caceres;2021T4;17,63
Caceres;2021T3;17,71
Caceres;2021T2;19,22
Caceres;2021T1;23,88
Caceres;2020T4;18,52
Caceres;2020T3;20,22
Caceres;2020T2;21,14
Caceres;2020T1;21,75
Caceres;2019T4;21,48
Caceres;2019T3;18,87
Caceres;2019T2;19,63
Caceres;2019T1;19,8
Caceres;2018T4;21,3
Caceres;2018T3;19,37
Caceres;2018T2;20,06
Caceres;2018T1;21,2
Caceres;2017T4;21,75
Caceres;2017T3;22,22
Caceres;2017T2;22,48
Caceres;2017T1;24,71
Caceres;2016T4;22,12
Caceres;2016T3;21,43
Caceres;2016T2;23,89
Caceres;2016T1;26,74
Caceres;2015T4;24,68
Caceres;2015T3;26,61
Caceres;2015T2;27,44
Caceres;2015T1;29,73
Caceres;2014T4;27,3
Caceres;2014T3;26,19
Caceres;2014T2;26,86
Caceres;2014T1;28,91
Caceres;2013T4;31,26
Caceres;2013T3;33,02
Caceres;2013T2;32,92
Caceres;2013T1;34,62
Caceres;2012T4;31,26
Caceres;2012T3;32,69
Caceres;2012T2;32,39
Caceres;2012T1;30,81
Caceres;2011T4;24,56
Caceres;2011T3;20,61
Caceres;2011T2;19,68
Caceres;2011T1;21,14
Caceres;2010T4;19,99
Caceres;2010T3;21,69
Caceres;2010T2;21,01
Caceres;2010T1;22,03
Caceres;2009T4;18,38
Caceres;2009T3;18,83
Caceres;2009T2;19,36
Caceres;2009T1;20,86
Caceres;2008T4;15,97
Caceres;2008T3;14,27
Caceres;2008T2;12,21
Caceres;2008T1;15,56
Caceres;2007T4;13,87
Caceres;2007T3;10,02
Caceres;2007T2;10,06
Caceres;2007T1;10,71
Caceres;2006T4;10,16
Caceres;2006T3;10,55
Caceres;2006T2;11,11
Caceres;2006T1;12,79
Caceres;2005T4;12,86
Caceres;2005T3;12,15
Caceres;2005T2;13,12
Caceres;2005T1;13,67
Caceres;2004T4;13,02
Caceres;2004T3;16,32
Caceres;2004T2;16,6
Caceres;2004T1;17,44
Caceres;2003T4;18,02
Caceres;2003T3;18,25
Caceres;2003T2;18,28
Caceres;2003T1;20,52
Caceres;2002T4;18,86
Caceres;2002T3;18,26
Caceres;2002T2;17,52
Caceres;2002T1;18,19
Cadiz;2024T4;20,97
Cadiz;2024T3;18,13
Cadiz;2024T2;20,6
Cadiz;2024T1;24,19
Cadiz;2023T4;20,74
Cadiz;2023T3;21,37
Cadiz;2023T2;21,93
Cadiz;2023T1;24,98
Cadiz;2022T4;25
Cadiz;2022T3;20,96
Cadiz;2022T2;21,7
Cadiz;2022T1;26,21
Cadiz;2021T4;25,92
Cadiz;2021T3;23,51
Cadiz;2021T2;25,95
Cadiz;2021T1;27,79
Cadiz;2020T4;24,91
Cadiz;2020T3;21,03
Cadiz;2020T2;21,42
Cadiz;2020T1;24,37
Cadiz;2019T4;24,7
Cadiz;2019T3;23,77
Cadiz;2019T2;24,34
Cadiz;2019T1;26,8
Cadiz;2018T4;27,35
Cadiz;2018T3;24,72
Cadiz;2018T2;26,86
Cadiz;2018T1;31,25
Cadiz;2017T4;30,01
Cadiz;2017T3;27,61
Cadiz;2017T2;29,63
Cadiz;2017T1;33,87
Cadiz;2016T4;33,86
Cadiz;2016T3;31,24
Cadiz;2016T2;35,31
Cadiz;2016T1;37,16
Cadiz;2015T4;36,73
Cadiz;2015T3;37,18
Cadiz;2015T2;37,32
Cadiz;2015T1;42,05
Cadiz;2014T4;42,34
Cadiz;2014T3;41,26
Cadiz;2014T2;42,4
Cadiz;2014T1;43,23
Cadiz;2013T4;40,47
Cadiz;2013T3;37,05
Cadiz;2013T2;39,7
Cadiz;2013T1;41,24
Cadiz;2012T4;39,84
Cadiz;2012T3;35,46
Cadiz;2012T2;33,93
Cadiz;2012T1;36,28
Cadiz;2011T4;35,03
Cadiz;2011T3;31,01
Cadiz;2011T2;31,53
Cadiz;2011T1;32,53
Cadiz;2010T4;31,26
Cadiz;2010T3;29,44
Cadiz;2010T2;29,67
Cadiz;2010T1;31,91
Cadiz;2009T4;28,49
Cadiz;2009T3;26,17
Cadiz;2009T2;26,3
Cadiz;2009T1;26,2
Cadiz;2008T4;21,8
Cadiz;2008T3;18,95
Cadiz;2008T2;18,1
Cadiz;2008T1;18,09
Cadiz;2007T4;17,35
Cadiz;2007T3;14,1
Cadiz;2007T2;13,51
Cadiz;2007T1;15,12
Cadiz;2006T4;13,74
Cadiz;2006T3;13,1
Cadiz;2006T2;17,38
Cadiz;2006T1;17,17
Cadiz;2005T4;17,41
Cadiz;2005T3;16,83
Cadiz;2005T2;17,2
Cadiz;2005T1;19,12
Cadiz;2004T4;21,83
Cadiz;2004T3;22,38
Cadiz;2004T2;23,02
Cadiz;2004T1;23,88
Cadiz;2003T4;25,37
Cadiz;2003T3;19,28
Cadiz;2003T2;22,59
Cadiz;2003T1;25,77
Cadiz;2002T4;26,75
Cadiz;2002T3;27,11
Cadiz;2002T2;26,61
Cadiz;2002T1;27,83
Cantabria;2024T4;8,23
Cantabria;2024T3;7,17
Cantabria;2024T2;8,46
Cantabria;2024T1;7,53
Cantabria;2023T4;7,39
Cantabria;2023T3;7,7
Cantabria;2023T2;8,02
Cantabria;2023T1;9,46
Cantabria;2022T4;10,53
Cantabria;2022T3;8,62
Cantabria;2022T2;8,32
Cantabria;2022T1;10,83
Cantabria;2021T4;11,58
Cantabria;2021T3;9,74
Cantabria;2021T2;12,15
Cantabria;2021T1;11,59
Cantabria;2020T4;11,79
Cantabria;2020T3;12,02
Cantabria;2020T2;13,76
Cantabria;2020T1;11,09
Cantabria;2019T4;11,18
Cantabria;2019T3;8,73
Cantabria;2019T2;9,01
Cantabria;2019T1;12,2
Cantabria;2018T4;9,68
Cantabria;2018T3;8,99
Cantabria;2018T2;11,57
Cantabria;2018T1;12,46
Cantabria;2017T4;13,49
Cantabria;2017T3;12,67
Cantabria;2017T2;14,03
Cantabria;2017T1;14,07
Cantabria;2016T4;12,89
Cantabria;2016T3;12,53
Cantabria;2016T2;15,31
Cantabria;2016T1;18,9
Cantabria;2015T4;17,71
Cantabria;2015T3;16,19
Cantabria;2015T2;18,15
Cantabria;2015T1;18,54
Cantabria;2014T4;18,42
Cantabria;2014T3;19,04
Cantabria;2014T2;19,26
Cantabria;2014T1;20,95
Cantabria;2013T4;19,81
Cantabria;2013T3;18,84
Cantabria;2013T2;22,28
Cantabria;2013T1;20,86
Cantabria;2012T4;19,19
Cantabria;2012T3;15,79
Cantabria;2012T2;17,42
Cantabria;2012T1;18,77
Cantabria;2011T4;15,92
Cantabria;2011T3;14,13
Cantabria;2011T2;14,88
Cantabria;2011T1;16,27
Cantabria;2010T4;14,67
Cantabria;2010T3;12,07
Cantabria;2010T2;13,73
Cantabria;2010T1;14,33
Cantabria;2009T4;12,7
Cantabria;2009T3;11,06
Cantabria;2009T2;11,67
Cantabria;2009T1;12,57
Cantabria;2008T4;8,81
Cantabria;2008T3;6,32
Cantabria;2008T2;7,1
Cantabria;2008T1;6,41
Cantabria;2007T4;4,72
Cantabria;2007T3;5,61
Cantabria;2007T2;6,41
Cantabria;2007T1;7,11
Cantabria;2006T4;5,87
Cantabria;2006T3;6,4
Cantabria;2006T2;6,53
Cantabria;2006T1;7,06
Cantabria;2005T4;8,01
Cantabria;2005T3;7,07
Cantabria;2005T2;9,11
Cantabria;2005T1;9,83
Cantabria;2004T4;11,1
Cantabria;2004T3;9,16
Cantabria;2004T2;10,55
Cantabria;2004T1;11,44
Cantabria;2003T4;10,42
Cantabria;2003T3;10,86
Cantabria;2003T2;10,29
Cantabria;2003T1;10,07
Cantabria;2002T4;10,58
Cantabria;2002T3;10,25
Cantabria;2002T2;9,73
Cantabria;2002T1;9,54
Castello;2024T4;12,84
Castello;2024T3;13,06
Castello;2024T2;12,36
Castello;2024T1;16,35
Castello;2023T4;15
Castello;2023T3;14,67
Castello;2023T2;14,85
Castello;2023T1;14,51
Castello;2022T4;14,16
Castello;2022T3;11,93
Castello;2022T2;10,51
Castello;2022T1;12,15
Castello;2021T4;11,2
Castello;2021T3;12,84
Castello;2021T2;15,3
Castello;2021T1;15,95
Castello;2020T4;14,12
Castello;2020T3;14,77
Castello;2020T2;14,44
Castello;2020T1;13,81
Castello;2019T4;14,29
Castello;2019T3;12,01
Castello;2019T2;14,25
Castello;2019T1;14,46
Castello;2018T4;15,11
Castello;2018T3;14,49
Castello;2018T2;15,68
Castello;2018T1;16,82
Castello;2017T4;14,37
Castello;2017T3;15,42
Castello;2017T2;17,58
Castello;2017T1;19,52
Castello;2016T4;17,11
Castello;2016T3;19,66
Castello;2016T2;19,79
Castello;2016T1;21,43
Castello;2015T4;19,53
Castello;2015T3;20,94
Castello;2015T2;23,85
Castello;2015T1;25,69
Castello;2014T4;24,62
Castello;2014T3;27,84
Castello;2014T2;27,66
Castello;2014T1;28,21
Castello;2013T4;27,33
Castello;2013T3;27,75
Castello;2013T2;30,75
Castello;2013T1;30,67
Castello;2012T4;26,74
Castello;2012T3;27,15
Castello;2012T2;27,2
Castello;2012T1;27,67
Castello;2011T4;25,85
Castello;2011T3;25,73
Castello;2011T2;26,2
Castello;2011T1;26,08
Castello;2010T4;23,47
Castello;2010T3;23,57
Castello;2010T2;24,28
Castello;2010T1;24,29
Castello;2009T4;21,18
Castello;2009T3;20,44
Castello;2009T2;19,38
Castello;2009T1;17,54
Castello;2008T4;14,29
Castello;2008T3;11,12
Castello;2008T2;9,35
Castello;2008T1;7,98
Castello;2007T4;7,05
Castello;2007T3;6,3
Castello;2007T2;7,27
Castello;2007T1;6,59
Castello;2006T4;6,62
Castello;2006T3;5,38
Castello;2006T2;6,5
Castello;2006T1;6,53
Castello;2005T4;6,56
Castello;2005T3;5,96
Castello;2005T2;8,81
Castello;2005T1;8,58
Castello;2004T4;7,1
Castello;2004T3;8,82
Castello;2004T2;9,02
Castello;2004T1;9,14
Castello;2003T4;7,99
Castello;2003T3;5,98
Castello;2003T2;6,66
Castello;2003T1;6,42
Castello;2002T4;5,59
Castello;2002T3;4,81
Castello;2002T2;5,3
Castello;2002T1;5,6
Ciudad Real;2024T4;15,62
Ciudad Real;2024T3;16,6
Ciudad Real;2024T2;17,84
Ciudad Real;2024T1;17,63
Ciudad Real;2023T4;15,78
Ciudad Real;2023T3;15,67
Ciudad Real;2023T2;15,49
Ciudad Real;2023T1;18,96
Ciudad Real;2022T4;21,54
Ciudad Real;2022T3;20,19
Ciudad Real;2022T2;17,22
Ciudad Real;2022T1;18,47
Ciudad Real;2021T4;16,24
Ciudad Real;2021T3;16,16
Ciudad Real;2021T2;18,38
Ciudad Real;2021T1;20,15
Ciudad Real;2020T4;17,49
Ciudad Real;2020T3;18,35
Ciudad Real;2020T2;16,54
Ciudad Real;2020T1;19,21
Ciudad Real;2019T4;19,34
Ciudad Real;2019T3;18,38
Ciudad Real;2019T2;17,82
Ciudad Real;2019T1;17,5
Ciudad Real;2018T4;16,82
Ciudad Real;2018T3;18,75
Ciudad Real;2018T2;21,87
Ciudad Real;2018T1;23,01
Ciudad Real;2017T4;23,3
Ciudad Real;2017T3;22,26
Ciudad Real;2017T2;26,33
Ciudad Real;2017T1;25,76
Ciudad Real;2016T4;25,09
Ciudad Real;2016T3;24,11
Ciudad Real;2016T2;26,3
Ciudad Real;2016T1;29,43
Ciudad Real;2015T4;28,95
Ciudad Real;2015T3;29,98
Ciudad Real;2015T2;32,25
Ciudad Real;2015T1;33,98
Ciudad Real;2014T4;33,39
Ciudad Real;2014T3;32,63
Ciudad Real;2014T2;32,64
Ciudad Real;2014T1;33,47
Ciudad Real;2013T4;30,03
Ciudad Real;2013T3;28,89
Ciudad Real;2013T2;30,79
Ciudad Real;2013T1;32,45
Ciudad Real;2012T4;30,74
Ciudad Real;2012T3;30,09
Ciudad Real;2012T2;32,62
Ciudad Real;2012T1;30,82
Ciudad Real;2011T4;27,24
Ciudad Real;2011T3;23,14
Ciudad Real;2011T2;22,91
Ciudad Real;2011T1;22,07
Ciudad Real;2010T4;22,07
Ciudad Real;2010T3;20,04
Ciudad Real;2010T2;23,38
Ciudad Real;2010T1;23,42
Ciudad Real;2009T4;21,17
Ciudad Real;2009T3;18,9
Ciudad Real;2009T2;20,15
Ciudad Real;2009T1;18,98
Ciudad Real;2008T4;15,91
Ciudad Real;2008T3;14,5
Ciudad Real;2008T2;12,46
Ciudad Real;2008T1;11,15
Ciudad Real;2007T4;9,33
Ciudad Real;2007T3;9,25
Ciudad Real;2007T2;9,22
Ciudad Real;2007T1;9,28
Ciudad Real;2006T4;10,13
Ciudad Real;2006T3;9,86
Ciudad Real;2006T2;11,51
Ciudad Real;2006T1;12,21
Ciudad Real;2005T4;10,02
Ciudad Real;2005T3;9,88
Ciudad Real;2005T2;11,38
Ciudad Real;2005T1;11,32
Ciudad Real;2004T4;12,08
Ciudad Real;2004T3;9,4
Ciudad Real;2004T2;8,55
Ciudad Real;2004T1;8,62
Ciudad Real;2003T4;10,85
Ciudad Real;2003T3;10,66
Ciudad Real;2003T2;10,75
Ciudad Real;2003T1;11,95
Ciudad Real;2002T4;8,38
Ciudad Real;2002T3;8,41
Ciudad Real;2002T2;9,41
Ciudad Real;2002T1;11,38
Cordoba;2024T4;17,18
Cordoba;2024T3;17,08
Cordoba;2024T2;17,54
Cordoba;2024T1;14,67
Cordoba;2023T4;15,5
Cordoba;2023T3;18,04
Cordoba;2023T2;22,07
Cordoba;2023T1;18,02
Cordoba;2022T4;17,88
Cordoba;2022T3;22,23
Cordoba;2022T2;20,72
Cordoba;2022T1;16,84
Cordoba;2021T4;17,46
Cordoba;2021T3;23,44
Cordoba;2021T2;23,1
Cordoba;2021T1;20,21
Cordoba;2020T4;23,75
Cordoba;2020T3;24,09
Cordoba;2020T2;24,29
Cordoba;2020T1;24,89
Cordoba;2019T4;23,7
Cordoba;2019T3;25,28
Cordoba;2019T2;22,21
Cordoba;2019T1;21,05
Cordoba;2018T4;22,47
Cordoba;2018T3;25,4
Cordoba;2018T2;25,63
Cordoba;2018T1;25,45
Cordoba;2017T4;27
Cordoba;2017T3;30,21
Cordoba;2017T2;27,94
Cordoba;2017T1;27,53
Cordoba;2016T4;29,42
Cordoba;2016T3;32,59
Cordoba;2016T2;30,15
Cordoba;2016T1;28,82
Cordoba;2015T4;29,7
Cordoba;2015T3;30,99
Cordoba;2015T2;29,15
Cordoba;2015T1;30,11
Cordoba;2014T4;33,88
Cordoba;2014T3;35,73
Cordoba;2014T2;33,35
Cordoba;2014T1;31,6
Cordoba;2013T4;36,68
Cordoba;2013T3;37,16
Cordoba;2013T2;33,3
Cordoba;2013T1;33,51
Cordoba;2012T4;34,86
Cordoba;2012T3;37,44
Cordoba;2012T2;33,62
Cordoba;2012T1;32,67
Cordoba;2011T4;31,36
Cordoba;2011T3;33,5
Cordoba;2011T2;33,25
Cordoba;2011T1;28,38
Cordoba;2010T4;28,7
Cordoba;2010T3;31,36
Cordoba;2010T2;28,83
Cordoba;2010T1;23,35
Cordoba;2009T4;25,96
Cordoba;2009T3;27,75
Cordoba;2009T2;27,16
Cordoba;2009T1;23,14
Cordoba;2008T4;20,19
Cordoba;2008T3;17,4
Cordoba;2008T2;15,45
Cordoba;2008T1;12,25
Cordoba;2007T4;14,69
Cordoba;2007T3;12,95
Cordoba;2007T2;13,53
Cordoba;2007T1;13,95
Cordoba;2006T4;15,39
Cordoba;2006T3;14,42
Cordoba;2006T2;14,91
Cordoba;2006T1;13,22
Cordoba;2005T4;15,67
Cordoba;2005T3;15,84
Cordoba;2005T2;13,64
Cordoba;2005T1;14,23
Cordoba;2004T4;20,63
Cordoba;2004T3;23,21
Cordoba;2004T2;20,51
Cordoba;2004T1;18,99
Cordoba;2003T4;18,99
Cordoba;2003T3;25,48
Cordoba;2003T2;22,39
Cordoba;2003T1;17,48
Cordoba;2002T4;19,57
Cordoba;2002T3;24,23
Cordoba;2002T2;22,12
Cordoba;2002T1;19,07
A Coruña;2024T4;7,26
A Coruña;2024T3;7,77
A Coruña;2024T2;7,74
A Coruña;2024T1;9,15
A Coruña;2023T4;8,44
A Coruña;2023T3;8,39
A Coruña;2023T2;8,93
A Coruña;2023T1;10,65
A Coruña;2022T4;10,05
A Coruña;2022T3;9,51
A Coruña;2022T2;10,97
A Coruña;2022T1;9,87
A Coruña;2021T4;10,34
A Coruña;2021T3;8,34
A Coruña;2021T2;11,18
A Coruña;2021T1;12,54
A Coruña;2020T4;11,63
A Coruña;2020T3;10,99
A Coruña;2020T2;10,85
A Coruña;2020T1;11,46
A Coruña;2019T4;10,29
A Coruña;2019T3;10,52
A Coruña;2019T2;9,89
A Coruña;2019T1;10,11
A Coruña;2018T4;10,7
A Coruña;2018T3;10,9
A Coruña;2018T2;13,44
A Coruña;2018T1;13,88
A Coruña;2017T4;13,47
A Coruña;2017T3;13,32
A Coruña;2017T2;14,42
A Coruña;2017T1;15,44
A Coruña;2016T4;14,49
A Coruña;2016T3;15,41
A Coruña;2016T2;15,64
A Coruña;2016T1;16,11
A Coruña;2015T4;15,81
A Coruña;2015T3;16,07
A Coruña;2015T2;17,98
A Coruña;2015T1;19,77
A Coruña;2014T4;18,41
A Coruña;2014T3;18,73
A Coruña;2014T2;20,99
A Coruña;2014T1;21,69
A Coruña;2013T4;19,97
A Coruña;2013T3;20,08
A Coruña;2013T2;20,36
A Coruña;2013T1;20,31
A Coruña;2012T4;19,91
A Coruña;2012T3;17,72
A Coruña;2012T2;18,47
A Coruña;2012T1;17,42
A Coruña;2011T4;15,9
A Coruña;2011T3;15,95
A Coruña;2011T2;15,95
A Coruña;2011T1;15,51
A Coruña;2010T4;14,44
A Coruña;2010T3;13,48
A Coruña;2010T2;14,12
A Coruña;2010T1;13,88
A Coruña;2009T4;11,55
A Coruña;2009T3;11,21
A Coruña;2009T2;11,86
A Coruña;2009T1;11,26
A Coruña;2008T4;9,38
A Coruña;2008T3;8,31
A Coruña;2008T2;8,73
A Coruña;2008T1;9,25
A Coruña;2007T4;8,39
A Coruña;2007T3;6,75
A Coruña;2007T2;8,22
A Coruña;2007T1;9,53
A Coruña;2006T4;8,13
A Coruña;2006T3;6,88
A Coruña;2006T2;7,93
A Coruña;2006T1;9,55
A Coruña;2005T4;9,07
A Coruña;2005T3;8,2
A Coruña;2005T2;10,68
A Coruña;2005T1;10,58
A Coruña;2004T4;12,69
A Coruña;2004T3;14,22
A Coruña;2004T2;15,32
A Coruña;2004T1;15,8
A Coruña;2003T4;15,5
A Coruña;2003T3;14,29
A Coruña;2003T2;12,9
A Coruña;2003T1;12,33
A Coruña;2002T4;12,33
A Coruña;2002T3;12,37
A Coruña;2002T2;12,19
A Coruña;2002T1;14,52
Cuenca;2024T4;6,29
Cuenca;2024T3;9,62
Cuenca;2024T2;11,33
Cuenca;2024T1;14,74
Cuenca;2023T4;11,3
Cuenca;2023T3;10
Cuenca;2023T2;12,21
Cuenca;2023T1;12,12
Cuenca;2022T4;8,03
Cuenca;2022T3;9,15
Cuenca;2022T2;10,68
Cuenca;2022T1;10,57
Cuenca;2021T4;9,42
Cuenca;2021T3;11,72
Cuenca;2021T2;13,4
Cuenca;2021T1;13,89
Cuenca;2020T4;12,73
Cuenca;2020T3;16,91
Cuenca;2020T2;15,96
Cuenca;2020T1;17,01
Cuenca;2019T4;14,61
Cuenca;2019T3;13,93
Cuenca;2019T2;12,91
Cuenca;2019T1;10,81
Cuenca;2018T4;13,69
Cuenca;2018T3;16,5
Cuenca;2018T2;16,2
Cuenca;2018T1;15,21
Cuenca;2017T4;17,18
Cuenca;2017T3;13,6
Cuenca;2017T2;15,73
Cuenca;2017T1;17,1
Cuenca;2016T4;14,15
Cuenca;2016T3;18,93
Cuenca;2016T2;19,19
Cuenca;2016T1;19,79
Cuenca;2015T4;18,78
Cuenca;2015T3;22,04
Cuenca;2015T2;23,82
Cuenca;2015T1;25,82
Cuenca;2014T4;27,16
Cuenca;2014T3;28,32
Cuenca;2014T2;27,4
Cuenca;2014T1;29,13
Cuenca;2013T4;26,12
Cuenca;2013T3;31,01
Cuenca;2013T2;29,83
Cuenca;2013T1;28,52
Cuenca;2012T4;25,8
Cuenca;2012T3;20,95
Cuenca;2012T2;22,27
Cuenca;2012T1;24,49
Cuenca;2011T4;19,68
Cuenca;2011T3;20,89
Cuenca;2011T2;17,9
Cuenca;2011T1;19,66
Cuenca;2010T4;19,98
Cuenca;2010T3;19,16
Cuenca;2010T2;18,61
Cuenca;2010T1;19,66
Cuenca;2009T4;16,97
Cuenca;2009T3;14,31
Cuenca;2009T2;16,38
Cuenca;2009T1;16,27
Cuenca;2008T4;9,8
Cuenca;2008T3;6,64
Cuenca;2008T2;8,65
Cuenca;2008T1;6,78
Cuenca;2007T4;3,9
Cuenca;2007T3;6,4
Cuenca;2007T2;7,56
Cuenca;2007T1;5,17
Cuenca;2006T4;6,49
Cuenca;2006T3;6,51
Cuenca;2006T2;6,73
Cuenca;2006T1;8,06
Cuenca;2005T4;7,72
Cuenca;2005T3;4,67
Cuenca;2005T2;6,74
Cuenca;2005T1;6,57
Cuenca;2004T4;9,97
Cuenca;2004T3;8,23
Cuenca;2004T2;6,99
Cuenca;2004T1;9,67
Cuenca;2003T4;7,35
Cuenca;2003T3;8,45
Cuenca;2003T2;9,49
Cuenca;2003T1;11,5
Cuenca;2002T4;10,96
Cuenca;2002T3;10,17
Cuenca;2002T2;8,9
Cuenca;2002T1;7,44
Gipuzkoa;2024T4;4,67
Gipuzkoa;2024T3;5,85
Gipuzkoa;2024T2;6,75
Gipuzkoa;2024T1;8,16
Gipuzkoa;2023T4;6,41
Gipuzkoa;2023T3;8,68
Gipuzkoa;2023T2;6,63
Gipuzkoa;2023T1;8,14
Gipuzkoa;2022T4;9,38
Gipuzkoa;2022T3;6,71
Gipuzkoa;2022T2;7,82
Gipuzkoa;2022T1;7,57
Gipuzkoa;2021T4;7,42
Gipuzkoa;2021T3;9,55
Gipuzkoa;2021T2;7,82
Gipuzkoa;2021T1;9,67
Gipuzkoa;2020T4;7,02
Gipuzkoa;2020T3;9,18
Gipuzkoa;2020T2;7,23
Gipuzkoa;2020T1;6,91
Gipuzkoa;2019T4;7,53
Gipuzkoa;2019T3;6,19
Gipuzkoa;2019T2;7,13
Gipuzkoa;2019T1;8,03
Gipuzkoa;2018T4;7,56
Gipuzkoa;2018T3;7,75
Gipuzkoa;2018T2;7,55
Gipuzkoa;2018T1;7,93
Gipuzkoa;2017T4;8,43
Gipuzkoa;2017T3;8,73
Gipuzkoa;2017T2;8,18
Gipuzkoa;2017T1;10,72
Gipuzkoa;2016T4;9,95
Gipuzkoa;2016T3;10,35
Gipuzkoa;2016T2;10,23
Gipuzkoa;2016T1;10,5
Gipuzkoa;2015T4;10,16
Gipuzkoa;2015T3;12,22
Gipuzkoa;2015T2;14,56
Gipuzkoa;2015T1;13,74
Gipuzkoa;2014T4;14,05
Gipuzkoa;2014T3;13,41
Gipuzkoa;2014T2;15,61
Gipuzkoa;2014T1;13,97
Gipuzkoa;2013T4;13,8
Gipuzkoa;2013T3;14,31
Gipuzkoa;2013T2;14,11
Gipuzkoa;2013T1;14,24
Gipuzkoa;2012T4;13,24
Gipuzkoa;2012T3;13,6
Gipuzkoa;2012T2;13,32
Gipuzkoa;2012T1;11,72
Gipuzkoa;2011T4;10,86
Gipuzkoa;2011T3;10,89
Gipuzkoa;2011T2;9,79
Gipuzkoa;2011T1;9,17
Gipuzkoa;2010T4;7,67
Gipuzkoa;2010T3;8,22
Gipuzkoa;2010T2;7,52
Gipuzkoa;2010T1;8,71
Gipuzkoa;2009T4;9,15
Gipuzkoa;2009T3;9,42
Gipuzkoa;2009T2;9,36
Gipuzkoa;2009T1;9,2
Gipuzkoa;2008T4;6,74
Gipuzkoa;2008T3;4,81
Gipuzkoa;2008T2;4,74
Gipuzkoa;2008T1;5,05
Gipuzkoa;2007T4;5,36
Gipuzkoa;2007T3;4,34
Gipuzkoa;2007T2;4,74
Gipuzkoa;2007T1;5,93
Gipuzkoa;2006T4;6,43
Gipuzkoa;2006T3;5,27
Gipuzkoa;2006T2;5,59
Gipuzkoa;2006T1;5,74
Gipuzkoa;2005T4;5,36
Gipuzkoa;2005T3;6,13
Gipuzkoa;2005T2;5,39
Gipuzkoa;2005T1;5,9
Gipuzkoa;2004T4;6,48
Gipuzkoa;2004T3;7,09
Gipuzkoa;2004T2;6,48
Gipuzkoa;2004T1;7,14
Gipuzkoa;2003T4;7,24
Gipuzkoa;2003T3;5,91
Gipuzkoa;2003T2;5,5
Gipuzkoa;2003T1;7,11
Gipuzkoa;2002T4;6,89
Gipuzkoa;2002T3;7,07
Gipuzkoa;2002T2;6,93
Gipuzkoa;2002T1;7,14
Girona;2024T4;7,72
Girona;2024T3;7,63
Girona;2024T2;10,05
Girona;2024T1;12,47
Girona;2023T4;9,29
Girona;2023T3;9,28
Girona;2023T2;9,73
Girona;2023T1;11,53
Girona;2022T4;8,98
Girona;2022T3;7,68
Girona;2022T2;8,65
Girona;2022T1;10,52
Girona;2021T4;11,2
Girona;2021T3;11,21
Girona;2021T2;14,49
Girona;2021T1;15
Girona;2020T4;13,33
Girona;2020T3;11,73
Girona;2020T2;14,58
Girona;2020T1;10,77
Girona;2019T4;9,47
Girona;2019T3;8,01
Girona;2019T2;10,46
Girona;2019T1;13,39
Girona;2018T4;10,8
Girona;2018T3;8,94
Girona;2018T2;11,8
Girona;2018T1;14,05
Girona;2017T4;13,61
Girona;2017T3;12,08
Girona;2017T2;13,13
Girona;2017T1;17,03
Girona;2016T4;15,51
Girona;2016T3;14,61
Girona;2016T2;16,95
Girona;2016T1;17,49
Girona;2015T4;19,73
Girona;2015T3;18,05
Girona;2015T2;19,21
Girona;2015T1;21,9
Girona;2014T4;22,41
Girona;2014T3;20,32
Girona;2014T2;22,45
Girona;2014T1;24,94
Girona;2013T4;23,69
Girona;2013T3;21,17
Girona;2013T2;22,42
Girona;2013T1;24,66
Girona;2012T4;23,81
Girona;2012T3;21,62
Girona;2012T2;25,47
Girona;2012T1;25,93
Girona;2011T4;23,2
Girona;2011T3;20,94
Girona;2011T2;21,03
Girona;2011T1;21,64
Girona;2010T4;18,45
