Provincia;Any - Trimestre;Percentatge
Murcia;2013T1;29,91
Murcia;2012T4;29,37
Murcia;2012T3;28,34
Murcia;2012T2;26,07
Murcia;2012T1;26,68
Murcia;2011T4;26,31
Murcia;2011T3;24,11
Murcia;2011T2;23,97
Murcia;2011T1;25,55
Murcia;2010T4;24,45
Murcia;2010T3;23,44
Murcia;2010T2;20,86
Murcia;2010T1;22,7
Murcia;2009T4;21,84
Murcia;2009T3;20,55
Murcia;2009T2;19,93
Murcia;2009T1;18,99
Murcia;2008T4;15,29
Murcia;2008T3;13,75
Murcia;2008T2;11,3
Murcia;2008T1;9,38
Murcia;2007T4;8,25
Murcia;2007T3;8,21
Murcia;2007T2;6,49
Murcia;2007T1;7,21
Murcia;2006T4;7,85
Murcia;2006T3;7,88
Murcia;2006T2;8,03
Murcia;2006T1;7,75
Murcia;2005T4;7,43
Murcia;2005T3;7,65
Murcia;2005T2;8,06
Murcia;2005T1;9,01
Murcia;2004T4;9,96
Murcia;2004T3;10,25
Murcia;2004T2;10,91
Murcia;2004T1;11,79
Murcia;2003T4;10,76
Murcia;2003T3;10,55
Murcia;2003T2;9,8
Murcia;2003T1;12,04
Murcia;2002T4;11,45
Murcia;2002T3;10,43
Murcia;2002T2;11,15
Murcia;2002T1;12,15
Navarra;2024T4;6,6
Navarra;2024T3;7,72
Navarra;2024T2;7,42
Navarra;2024T1;8,82
Navarra;2023T4;9,25
Navarra;2023T3;9,43
Navarra;2023T2;8,88
Navarra;2023T1;12,22
Navarra;2022T4;10,17
Navarra;2022T3;8,82
Navarra;2022T2;9,09
Navarra;2022T1;10,86
Navarra;2021T4;9,95
Navarra;2021T3;11,03
Navarra;2021T2;10,36
Navarra;2021T1;11,51
Navarra;2020T4;11,65
Navarra;2020T3;9,94
Navarra;2020T2;10,08
Navarra;2020T1;8,55
Navarra;2019T4;9,01
Navarra;2019T3;8,19
Navarra;2019T2;7,58
Navarra;2019T1;8,19
Navarra;2018T4;9,99
Navarra;2018T3;9,65
Navarra;2018T2;9,93
Navarra;2018T1;10,54
Navarra;2017T4;9,63
Navarra;2017T3;10,52
Navarra;2017T2;10,55
Navarra;2017T1;10,25
Navarra;2016T4;10,01
Navarra;2016T3;12,41
Navarra;2016T2;13,27
Navarra;2016T1;14,25
Navarra;2015T4;13,53
Navarra;2015T3;13,57
Navarra;2015T2;12,55
Navarra;2015T1;15,66
Navarra;2014T4;14,92
Navarra;2014T3;14,92
Navarra;2014T2;15,88
Navarra;2014T1;17,12
Navarra;2013T4;16,44
Navarra;2013T3;17,92
Navarra;2013T2;18,4
Navarra;2013T1;18,96
Navarra;2012T4;17,17
Navarra;2012T3;14,97
Navarra;2012T2;16,3
Navarra;2012T1;16,21
Navarra;2011T4;13,8
Navarra;2011T3;11,75
Navarra;2011T2;12,87
Navarra;2011T1;13,53
Navarra;2010T4;11,77
Navarra;2010T3;12,51
Navarra;2010T2;11,02
Navarra;2010T1;12,31
Navarra;2009T4;10,51
Navarra;2009T3;10,31
Navarra;2009T2;12
Navarra;2009T1;10,51
Navarra;2008T4;8,13
Navarra;2008T3;7,25
Navarra;2008T2;5,8
Navarra;2008T1;6,14
Navarra;2007T4;4,28
Navarra;2007T3;4,29
Navarra;2007T2;5,18
Navarra;2007T1;5,13
Navarra;2006T4;4,59
Navarra;2006T3;4,97
Navarra;2006T2;5,69
Navarra;2006T1;6,25
Navarra;2005T4;5,92
Navarra;2005T3;5,26
Navarra;2005T2;5,27
Navarra;2005T1;6,17
Navarra;2004T4;5,14
Navarra;2004T3;5,02
Navarra;2004T2;5,45
Navarra;2004T1;6,68
Navarra;2003T4;6,16
Navarra;2003T3;5,85
Navarra;2003T2;5,49
Navarra;2003T1;5,69
Navarra;2002T4;5,58
Navarra;2002T3;6,58
Navarra;2002T2;5,15
Navarra;2002T1;6,03
Ourense;2024T4;11,75
Ourense;2024T3;10,54
Ourense;2024T2;11,17
Ourense;2024T1;10,46
Ourense;2023T4;9,57
Ourense;2023T3;8,43
Ourense;2023T2;8,98
Ourense;2023T1;11,3
Ourense;2022T4;11,78
Ourense;2022T3;11,84
Ourense;2022T2;10,68
Ourense;2022T1;11,65
Ourense;2021T4;10,08
Ourense;2021T3;9,67
Ourense;2021T2;12,45
Ourense;2021T1;11,59
Ourense;2020T4;10,26
Ourense;2020T3;10,45
Ourense;2020T2;13,04
Ourense;2020T1;13,15
Ourense;2019T4;12,88
Ourense;2019T3;13,06
Ourense;2019T2;10,92
Ourense;2019T1;14,87
Ourense;2018T4;13,12
Ourense;2018T3;14,25
Ourense;2018T2;13,36
Ourense;2018T1;14,27
Ourense;2017T4;13,69
Ourense;2017T3;15,29
Ourense;2017T2;16,54
Ourense;2017T1;20,36
Ourense;2016T4;19,24
Ourense;2016T3;17,7
Ourense;2016T2;20,39
Ourense;2016T1;20,83
Ourense;2015T4;18,78
Ourense;2015T3;18,11
Ourense;2015T2;21,06
Ourense;2015T1;23,42
Ourense;2014T4;20,59
Ourense;2014T3;20,12
Ourense;2014T2;22,61
Ourense;2014T1;22,06
Ourense;2013T4;23,23
Ourense;2013T3;24,55
Ourense;2013T2;24,53
Ourense;2013T1;23,93
Ourense;2012T4;22,73
Ourense;2012T3;21,13
Ourense;2012T2;20,17
Ourense;2012T1;19,81
Ourense;2011T4;18,78
Ourense;2011T3;17,28
Ourense;2011T2;17,21
Ourense;2011T1;17,83
Ourense;2010T4;16,95
Ourense;2010T3;15,59
Ourense;2010T2;16,59
Ourense;2010T1;16,58
Ourense;2009T4;12,74
Ourense;2009T3;11,53
Ourense;2009T2;9,08
Ourense;2009T1;8,32
Ourense;2008T4;6,46
Ourense;2008T3;5,35
Ourense;2008T2;5,95
Ourense;2008T1;7,24
Ourense;2007T4;5,29
Ourense;2007T3;5,56
Ourense;2007T2;5,48
Ourense;2007T1;6,77
Ourense;2006T4;8,19
Ourense;2006T3;6,34
Ourense;2006T2;9,09
Ourense;2006T1;12,32
Ourense;2005T4;9,44
Ourense;2005T3;10,2
Ourense;2005T2;11,18
Ourense;2005T1;11,8
Ourense;2004T4;12,55
Ourense;2004T3;13,2
Ourense;2004T2;13,36
Ourense;2004T1;14,01
Ourense;2003T4;8,2
Ourense;2003T3;9,39
Ourense;2003T2;7,05
Ourense;2003T1;9,5
Ourense;2002T4;8,22
Ourense;2002T3;6,68
Ourense;2002T2;8,97
Ourense;2002T1;9,78
Palencia;2024T4;6,83
Palencia;2024T3;5,92
Palencia;2024T2;7,14
Palencia;2024T1;8,11
Palencia;2023T4;7,23
Palencia;2023T3;6,92
Palencia;2023T2;9,03
Palencia;2023T1;11,76
Palencia;2022T4;8,72
Palencia;2022T3;7,98
Palencia;2022T2;10,66
Palencia;2022T1;10,67
Palencia;2021T4;10,21
Palencia;2021T3;8,65
Palencia;2021T2;9,87
Palencia;2021T1;11,24
Palencia;2020T4;9,64
Palencia;2020T3;11,32
Palencia;2020T2;12,09
Palencia;2020T1;12,63
Palencia;2019T4;9,35
Palencia;2019T3;6,95
Palencia;2019T2;12,42
Palencia;2019T1;13,24
Palencia;2018T4;15
Palencia;2018T3;11,52
Palencia;2018T2;9,12
Palencia;2018T1;12,44
Palencia;2017T4;13,07
Palencia;2017T3;13,01
Palencia;2017T2;14,11
Palencia;2017T1;14,32
Palencia;2016T4;13,86
Palencia;2016T3;13,29
Palencia;2016T2;15,73
Palencia;2016T1;17,97
Palencia;2015T4;19,09
Palencia;2015T3;17,31
Palencia;2015T2;19,48
Palencia;2015T1;25,36
Palencia;2014T4;23,22
Palencia;2014T3;21,63
Palencia;2014T2;21,14
Palencia;2014T1;23,26
Palencia;2013T4;21,16
Palencia;2013T3;21,84
Palencia;2013T2;20,17
Palencia;2013T1;22,19
Palencia;2012T4;18,74
Palencia;2012T3;18,3
Palencia;2012T2;20,15
Palencia;2012T1;18,8
Palencia;2011T4;17,69
Palencia;2011T3;17,79
Palencia;2011T2;17,15
Palencia;2011T1;18,56
Palencia;2010T4;16,7
Palencia;2010T3;14,22
Palencia;2010T2;15,55
Palencia;2010T1;14,19
Palencia;2009T4;12,77
Palencia;2009T3;13,61
Palencia;2009T2;14,93
Palencia;2009T1;17,06
Palencia;2008T4;11,51
Palencia;2008T3;10,68
Palencia;2008T2;9,2
Palencia;2008T1;7,44
Palencia;2007T4;5,58
Palencia;2007T3;6,09
Palencia;2007T2;6,75
Palencia;2007T1;6,22
Palencia;2006T4;6,11
Palencia;2006T3;5,65
Palencia;2006T2;8,86
Palencia;2006T1;8,15
Palencia;2005T4;5,21
Palencia;2005T3;4,69
Palencia;2005T2;8,97
Palencia;2005T1;10,7
Palencia;2004T4;7
Palencia;2004T3;6,2
Palencia;2004T2;7,48
Palencia;2004T1;9,1
Palencia;2003T4;9
Palencia;2003T3;10,12
Palencia;2003T2;8,59
Palencia;2003T1;9,05
Palencia;2002T4;8,27
Palencia;2002T3;8,3
Palencia;2002T2;9,21
Palencia;2002T1;8,18
Las Palmas;2024T4;12,02
Las Palmas;2024T3;14,96
Las Palmas;2024T2;13,64
Las Palmas;2024T1;15,44
Las Palmas;2023T4;15,28
Las Palmas;2023T3;14,48
Las Palmas;2023T2;14,86
Las Palmas;2023T1;15,57
Las Palmas;2022T4;13,46
Las Palmas;2022T3;17,55
Las Palmas;2022T2;17,56
Las Palmas;2022T1;20,71
Las Palmas;2021T4;18,38
Las Palmas;2021T3;25,05
Las Palmas;2021T2;24,55
Las Palmas;2021T1;26,24
Las Palmas;2020T4;25,88
Las Palmas;2020T3;24,41
Las Palmas;2020T2;20,45
Las Palmas;2020T1;17,43
Las Palmas;2019T4;19,6
Las Palmas;2019T3;22,86
Las Palmas;2019T2;23,38
Las Palmas;2019T1;23,04
Las Palmas;2018T4;20,53
Las Palmas;2018T3;19,75
Las Palmas;2018T2;19,73
Las Palmas;2018T1;20,93
Las Palmas;2017T4;21,48
Las Palmas;2017T3;23,51
Las Palmas;2017T2;26,09
Las Palmas;2017T1;27,16
Las Palmas;2016T4;25,25
Las Palmas;2016T3;26,88
Las Palmas;2016T2;27,32
Las Palmas;2016T1;25,73
Las Palmas;2015T4;27,64
Las Palmas;2015T3;29,7
Las Palmas;2015T2;30,53
Las Palmas;2015T1;31,6
Las Palmas;2014T4;32,7
Las Palmas;2014T3;35,22
Las Palmas;2014T2;32,59
Las Palmas;2014T1;31,98
Las Palmas;2013T4;33,47
Las Palmas;2013T3;36,76
Las Palmas;2013T2;34,53
Las Palmas;2013T1;34,53
Las Palmas;2012T4;33,54
Las Palmas;2012T3;33,97
Las Palmas;2012T2;35,38
Las Palmas;2012T1;33,1
Las Palmas;2011T4;31,66
Las Palmas;2011T3;30,93
Las Palmas;2011T2;32,05
Las Palmas;2011T1;30,51
Las Palmas;2010T4;31,36
Las Palmas;2010T3;30,32
Las Palmas;2010T2;31,93
Las Palmas;2010T1;28,91
Las Palmas;2009T4;28,8
Las Palmas;2009T3;27,63
Las Palmas;2009T2;27,06
Las Palmas;2009T1;27,63
Las Palmas;2008T4;22,31
Las Palmas;2008T3;18,45
Las Palmas;2008T2;17,03
Las Palmas;2008T1;15,05
Las Palmas;2007T4;11,99
Las Palmas;2007T3;11,21
Las Palmas;2007T2;11,07
Las Palmas;2007T1;10,66
Las Palmas;2006T4;11,94
Las Palmas;2006T3;12,62
Las Palmas;2006T2;11,12
Las Palmas;2006T1;12,19
Las Palmas;2005T4;12
Las Palmas;2005T3;11,41
Las Palmas;2005T2;13,2
Las Palmas;2005T1;14,1
Las Palmas;2004T4;10,49
Las Palmas;2004T3;10,47
Las Palmas;2004T2;11,17
Las Palmas;2004T1;11,88
Las Palmas;2003T4;10,51
Las Palmas;2003T3;10,62
Las Palmas;2003T2;10,56
Las Palmas;2003T1;10,01
Las Palmas;2002T4;10,61
Las Palmas;2002T3;11,05
Las Palmas;2002T2;11,03
Las Palmas;2002T1;10,12
Pontevedra;2024T4;9,94
Pontevedra;2024T3;10,29
Pontevedra;2024T2;11,78
Pontevedra;2024T1;13,1
Pontevedra;2023T4;10,65
Pontevedra;2023T3;10,9
Pontevedra;2023T2;10,55
Pontevedra;2023T1;11,87
Pontevedra;2022T4;11,66
Pontevedra;2022T3;13,18
Pontevedra;2022T2;12,27
Pontevedra;2022T1;13,52
Pontevedra;2021T4;12,6
Pontevedra;2021T3;13,04
Pontevedra;2021T2;14,37
Pontevedra;2021T1;14,98
Pontevedra;2020T4;13,27
Pontevedra;2020T3;14,1
Pontevedra;2020T2;13,88
Pontevedra;2020T1;15,27
Pontevedra;2019T4;13,86
Pontevedra;2019T3;13,18
Pontevedra;2019T2;14,28
Pontevedra;2019T1;15,85
Pontevedra;2018T4;14,38
Pontevedra;2018T3;14,65
Pontevedra;2018T2;16,38
Pontevedra;2018T1;18,66
Pontevedra;2017T4;17,76
Pontevedra;2017T3;16,87
Pontevedra;2017T2;18,99
Pontevedra;2017T1;19,63
Pontevedra;2016T4;18,47
Pontevedra;2016T3;17,89
Pontevedra;2016T2;20,52
Pontevedra;2016T1;20,67
Pontevedra;2015T4;20,47
Pontevedra;2015T3;20,47
Pontevedra;2015T2;23,34
Pontevedra;2015T1;25,58
Pontevedra;2014T4;25,46
Pontevedra;2014T3;23,23
Pontevedra;2014T2;24,33
Pontevedra;2014T1;25,81
Pontevedra;2013T4;24,75
Pontevedra;2013T3;24,25
Pontevedra;2013T2;25,22
Pontevedra;2013T1;24,75
Pontevedra;2012T4;23,63
Pontevedra;2012T3;23,76
Pontevedra;2012T2;25,54
Pontevedra;2012T1;25,08
Pontevedra;2011T4;22,86
Pontevedra;2011T3;20,32
Pontevedra;2011T2;19,17
Pontevedra;2011T1;20,47
Pontevedra;2010T4;18,55
Pontevedra;2010T3;17,75
Pontevedra;2010T2;18,23
Pontevedra;2010T1;18,25
Pontevedra;2009T4;15,15
Pontevedra;2009T3;15,03
Pontevedra;2009T2;15,58
Pontevedra;2009T1;15,25
Pontevedra;2008T4;11,96
Pontevedra;2008T3;10,07
Pontevedra;2008T2;9,14
Pontevedra;2008T1;8,38
Pontevedra;2007T4;7,53
Pontevedra;2007T3;7,51
Pontevedra;2007T2;8,21
Pontevedra;2007T1;8,82
Pontevedra;2006T4;8,62
Pontevedra;2006T3;8,04
Pontevedra;2006T2;9,16
Pontevedra;2006T1;10,35
Pontevedra;2005T4;9,68
Pontevedra;2005T3;9,45
Pontevedra;2005T2;13,03
Pontevedra;2005T1;12,03
Pontevedra;2004T4;14,16
Pontevedra;2004T3;12,72
Pontevedra;2004T2;14,63
Pontevedra;2004T1;15,12
Pontevedra;2003T4;14,34
Pontevedra;2003T3;13,8
Pontevedra;2003T2;13,68
Pontevedra;2003T1;15,45
Pontevedra;2002T4;13,89
Pontevedra;2002T3;12,52
Pontevedra;2002T2;13,57
Pontevedra;2002T1;14,7
La Rioja;2024T4;8,58
La Rioja;2024T3;10,22
La Rioja;2024T2;9,14
La Rioja;2024T1;11,04
La Rioja;2023T4;9,71
La Rioja;2023T3;9,78
La Rioja;2023T2;7,75
La Rioja;2023T1;10,26
La Rioja;2022T4;8,52
La Rioja;2022T3;7,93
La Rioja;2022T2;10,42
La Rioja;2022T1;11,33
La Rioja;2021T4;10,53
La Rioja;2021T3;12,38
La Rioja;2021T2;11,49
La Rioja;2021T1;12,02
La Rioja;2020T4;10,36
La Rioja;2020T3;11,52
La Rioja;2020T2;10,11
La Rioja;2020T1;11,21
La Rioja;2019T4;9,89
La Rioja;2019T3;8,99
La Rioja;2019T2;9,86
La Rioja;2019T1;11,1
La Rioja;2018T4;10,3
La Rioja;2018T3;9,6
La Rioja;2018T2;10,68
La Rioja;2018T1;11,03
La Rioja;2017T4;11,51
La Rioja;2017T3;12,62
La Rioja;2017T2;10,92
La Rioja;2017T1;12,92
La Rioja;2016T4;10,9
La Rioja;2016T3;13,57
La Rioja;2016T2;15,29
La Rioja;2016T1;14,38
La Rioja;2015T4;13,97
La Rioja;2015T3;13,59
La Rioja;2015T2;16,39
La Rioja;2015T1;17,58
La Rioja;2014T4;17,17
La Rioja;2014T3;18,23
La Rioja;2014T2;17,66
La Rioja;2014T1;19,58
La Rioja;2013T4;20,24
La Rioja;2013T3;19,7
La Rioja;2013T2;20,94
La Rioja;2013T1;19,26
La Rioja;2012T4;18,82
La Rioja;2012T3;20,54
La Rioja;2012T2;22,81
La Rioja;2012T1;20,1
La Rioja;2011T4;18,61
La Rioja;2011T3;17,7
La Rioja;2011T2;16,75
La Rioja;2011T1;15,77
La Rioja;2010T4;15,58
La Rioja;2010T3;13,97
La Rioja;2010T2;12,17
La Rioja;2010T1;14,86
La Rioja;2009T4;13,76
La Rioja;2009T3;12,99
La Rioja;2009T2;12,57
La Rioja;2009T1;11,27
La Rioja;2008T4;9,8
La Rioja;2008T3;8,25
La Rioja;2008T2;6,89
La Rioja;2008T1;6,63
La Rioja;2007T4;5,88
La Rioja;2007T3;5,42
La Rioja;2007T2;5,07
La Rioja;2007T1;6,7
La Rioja;2006T4;6,88
La Rioja;2006T3;5,73
La Rioja;2006T2;5,99
La Rioja;2006T1;5,85
La Rioja;2005T4;6,69
La Rioja;2005T3;4,77
La Rioja;2005T2;6,42
La Rioja;2005T1;7,62
La Rioja;2004T4;4,68
La Rioja;2004T3;5,98
La Rioja;2004T2;5,27
La Rioja;2004T1;7,86
La Rioja;2003T4;6,75
La Rioja;2003T3;5,81
La Rioja;2003T2;5,11
La Rioja;2003T1;6,46
La Rioja;2002T4;5,65
La Rioja;2002T3;7,74
La Rioja;2002T2;7,76
La Rioja;2002T1;7,05
Salamanca;2024T4;10,97
Salamanca;2024T3;11,87
Salamanca;2024T2;12,11
Salamanca;2024T1;12,44
Salamanca;2023T4;10,83
Salamanca;2023T3;11,76
Salamanca;2023T2;10,18
Salamanca;2023T1;10,51
Salamanca;2022T4;11,04
Salamanca;2022T3;11,31
Salamanca;2022T2;10,24
Salamanca;2022T1;12,3
Salamanca;2021T4;11,53
Salamanca;2021T3;11,96
Salamanca;2021T2;12,93
Salamanca;2021T1;16,93
Salamanca;2020T4;15,75
Salamanca;2020T3;12,53
Salamanca;2020T2;12,42
Salamanca;2020T1;13,17
Salamanca;2019T4;13,02
Salamanca;2019T3;13,1
Salamanca;2019T2;14,47
Salamanca;2019T1;13,01
Salamanca;2018T4;12,18
Salamanca;2018T3;13,27
Salamanca;2018T2;12,85
Salamanca;2018T1;14,09
Salamanca;2017T4;12,39
Salamanca;2017T3;12,44
Salamanca;2017T2;16,22
Salamanca;2017T1;17,19
Salamanca;2016T4;16,22
Salamanca;2016T3;15,26
Salamanca;2016T2;17,33
Salamanca;2016T1;17,1
Salamanca;2015T4;15,78
Salamanca;2015T3;13,56
Salamanca;2015T2;16,22
Salamanca;2015T1;18,26
Salamanca;2014T4;21,25
Salamanca;2014T3;18,7
Salamanca;2014T2;20,64
Salamanca;2014T1;23,75
Salamanca;2013T4;22,99
Salamanca;2013T3;21,71
Salamanca;2013T2;20,99
Salamanca;2013T1;22,39
Salamanca;2012T4;21,38
Salamanca;2012T3;18,77
Salamanca;2012T2;19,29
Salamanca;2012T1;19,57
Salamanca;2011T4;17,17
Salamanca;2011T3;16,24
Salamanca;2011T2;17,06
Salamanca;2011T1;16,51
Salamanca;2010T4;15,75
Salamanca;2010T3;16,14
Salamanca;2010T2;16,17
Salamanca;2010T1;16,06
Salamanca;2009T4;13,67
Salamanca;2009T3;14,65
Salamanca;2009T2;16,29
Salamanca;2009T1;17,94
Salamanca;2008T4;16,63
Salamanca;2008T3;12,13
Salamanca;2008T2;9,46
Salamanca;2008T1;7,83
Salamanca;2007T4;7,28
Salamanca;2007T3;7,82
Salamanca;2007T2;10,03
Salamanca;2007T1;9,21
Salamanca;2006T4;10,37
Salamanca;2006T3;9,72
Salamanca;2006T2;9
Salamanca;2006T1;11,11
Salamanca;2005T4;11,92
Salamanca;2005T3;7,2
Salamanca;2005T2;8,31
Salamanca;2005T1;10,16
Salamanca;2004T4;14,57
Salamanca;2004T3;14,4
Salamanca;2004T2;16,33
Salamanca;2004T1;17,22
Salamanca;2003T4;15,96
Salamanca;2003T3;13,62
Salamanca;2003T2;15,17
Salamanca;2003T1;16,76
Salamanca;2002T4;12,79
Salamanca;2002T3;12,62
Salamanca;2002T2;13,71
Salamanca;2002T1;13,51
Santa Cruz de Tenerife;2024T4;11,78
Santa Cruz de Tenerife;2024T3;13,78
Santa Cruz de Tenerife;2024T2;14,1
Santa Cruz de Tenerife;2024T1;14,26
Santa Cruz de Tenerife;2023T4;16,91
Santa Cruz de Tenerife;2023T3;15,68
Santa Cruz de Tenerife;2023T2;16,53
Santa Cruz de Tenerife;2023T1;19,85
Santa Cruz de Tenerife;2022T4;16,48
Santa Cruz de Tenerife;2022T3;17,42
Santa Cruz de Tenerife;2022T2;18,34
Santa Cruz de Tenerife;2022T1;19,78
Santa Cruz de Tenerife;2021T4;20,17
Santa Cruz de Tenerife;2021T3;23,86
Santa Cruz de Tenerife;2021T2;25,02
Santa Cruz de Tenerife;2021T1;24,88
Santa Cruz de Tenerife;2020T4;24,53
Santa Cruz de Tenerife;2020T3;25,68
Santa Cruz de Tenerife;2020T2;22,77
Santa Cruz de Tenerife;2020T1;20,25
Santa Cruz de Tenerife;2019T4;17,9
Santa Cruz de Tenerife;2019T3;19,43
Santa Cruz de Tenerife;2019T2;18,5
Santa Cruz de Tenerife;2019T1;18,94
Santa Cruz de Tenerife;2018T4;19,42
Santa Cruz de Tenerife;2018T3;19,52
Santa Cruz de Tenerife;2018T2;20,4
Santa Cruz de Tenerife;2018T1;20,27
Santa Cruz de Tenerife;2017T4;22,64
Santa Cruz de Tenerife;2017T3;20,04
Santa Cruz de Tenerife;2017T2;22,27
Santa Cruz de Tenerife;2017T1;24,08
Santa Cruz de Tenerife;2016T4;24,54
Santa Cruz de Tenerife;2016T3;25,1
Santa Cruz de Tenerife;2016T2;27,34
Santa Cruz de Tenerife;2016T1;26,29
Santa Cruz de Tenerife;2015T4;25,82
Santa Cruz de Tenerife;2015T3;27,35
Santa Cruz de Tenerife;2015T2;30,05
Santa Cruz de Tenerife;2015T1;29,94
Santa Cruz de Tenerife;2014T4;29,32
Santa Cruz de Tenerife;2014T3;31,32
Santa Cruz de Tenerife;2014T2;32,78
Santa Cruz de Tenerife;2014T1;33,19
Santa Cruz de Tenerife;2013T4;32,66
Santa Cruz de Tenerife;2013T3;32,48
Santa Cruz de Tenerife;2013T2;31,96
Santa Cruz de Tenerife;2013T1;32,83
Santa Cruz de Tenerife;2012T4;31,53
Santa Cruz de Tenerife;2012T3;32,37
Santa Cruz de Tenerife;2012T2;29,77
Santa Cruz de Tenerife;2012T1;30,35
Santa Cruz de Tenerife;2011T4;28,89
Santa Cruz de Tenerife;2011T3;27,07
Santa Cruz de Tenerife;2011T2;26,51
Santa Cruz de Tenerife;2011T1;25,93
Santa Cruz de Tenerife;2010T4;26,01
Santa Cruz de Tenerife;2010T3;26,73
Santa Cruz de Tenerife;2010T2;26,37
Santa Cruz de Tenerife;2010T1;26,37
Santa Cruz de Tenerife;2009T4;24,49
Santa Cruz de Tenerife;2009T3;23,36
Santa Cruz de Tenerife;2009T2;24,21
Santa Cruz de Tenerife;2009T1;23,93
Santa Cruz de Tenerife;2008T4;19,5
Santa Cruz de Tenerife;2008T3;16,12
Santa Cruz de Tenerife;2008T2;14,68
Santa Cruz de Tenerife;2008T1;14,22
Santa Cruz de Tenerife;2007T4;9,65
Santa Cruz de Tenerife;2007T3;10,35
Santa Cruz de Tenerife;2007T2;8,53
Santa Cruz de Tenerife;2007T1;9,78
Santa Cruz de Tenerife;2006T4;10,72
Santa Cruz de Tenerife;2006T3;10,91
Santa Cruz de Tenerife;2006T2;11,45
Santa Cruz de Tenerife;2006T1;11,84
Santa Cruz de Tenerife;2005T4;9,62
Santa Cruz de Tenerife;2005T3;10,6
Santa Cruz de Tenerife;2005T2;11,02
Santa Cruz de Tenerife;2005T1;11,17
Santa Cruz de Tenerife;2004T4;11,04
Santa Cruz de Tenerife;2004T3;12,52
Santa Cruz de Tenerife;2004T2;14,35
Santa Cruz de Tenerife;2004T1;13,8
Santa Cruz de Tenerife;2003T4;13,71
Santa Cruz de Tenerife;2003T3;11,84
Santa Cruz de Tenerife;2003T2;12,36
Santa Cruz de Tenerife;2003T1;11,43
Santa Cruz de Tenerife;2002T4;12,09
Santa Cruz de Tenerife;2002T3;11,18
Santa Cruz de Tenerife;2002T2;11,65
Santa Cruz de Tenerife;2002T1;11,06
Segovia;2024T4;6,79
Segovia;2024T3;5,56
Segovia;2024T2;7,49
Segovia;2024T1;6,93
Segovia;2023T4;8,19
Segovia;2023T3;10,32
Segovia;2023T2;6,43
Segovia;2023T1;7,32
Segovia;2022T4;7,12
Segovia;2022T3;9,82
Segovia;2022T2;7,48
Segovia;2022T1;8,67
Segovia;2021T4;9,14
Segovia;2021T3;7,79
Segovia;2021T2;10,73
Segovia;2021T1;9,78
Segovia;2020T4;8,21
Segovia;2020T3;8,96
Segovia;2020T2;10,03
Segovia;2020T1;9,38
Segovia;2019T4;11,11
Segovia;2019T3;8,46
Segovia;2019T2;9,89
Segovia;2019T1;9,87
Segovia;2018T4;9,28
Segovia;2018T3;11,45
Segovia;2018T2;13,24
Segovia;2018T1;13,31
Segovia;2017T4;12,6
Segovia;2017T3;10,73
Segovia;2017T2;11,8
Segovia;2017T1;12,56
Segovia;2016T4;12,63
Segovia;2016T3;11,28
Segovia;2016T2;15,45
Segovia;2016T1;17,28
Segovia;2015T4;15,75
Segovia;2015T3;13,45
Segovia;2015T2;14,11
Segovia;2015T1;15,95
Segovia;2014T4;14,33
Segovia;2014T3;14,09
Segovia;2014T2;13,52
Segovia;2014T1;15,58
Segovia;2013T4;17,79
Segovia;2013T3;18,23
Segovia;2013T2;20,73
Segovia;2013T1;20,56
Segovia;2012T4;20,88
Segovia;2012T3;18,65
Segovia;2012T2;19,46
Segovia;2012T1;19,91
Segovia;2011T4;15,75
Segovia;2011T3;14,12
Segovia;2011T2;12,76
Segovia;2011T1;12,98
Segovia;2010T4;10,78
Segovia;2010T3;11,35
Segovia;2010T2;13,86
Segovia;2010T1;11,7
Segovia;2009T4;10,08
Segovia;2009T3;11,5
Segovia;2009T2;13,53
Segovia;2009T1;15,68
Segovia;2008T4;10,78
Segovia;2008T3;8,62
Segovia;2008T2;10,5
Segovia;2008T1;11,67
Segovia;2007T4;6,16
Segovia;2007T3;5,44
Segovia;2007T2;5,59
Segovia;2007T1;5,2
Segovia;2006T4;6,24
Segovia;2006T3;7,83
Segovia;2006T2;8,61
Segovia;2006T1;7,42
Segovia;2005T4;4,96
Segovia;2005T3;6,5
Segovia;2005T2;7,28
Segovia;2005T1;8,68
Segovia;2004T4;8,04
Segovia;2004T3;6,06
Segovia;2004T2;10,49
Segovia;2004T1;10,09
Segovia;2003T4;9,1
Segovia;2003T3;8,03
Segovia;2003T2;11,56
Segovia;2003T1;10,69
Segovia;2002T4;10,57
Segovia;2002T3;10,27
Segovia;2002T2;8,94
Segovia;2002T1;8,52
Sevilla;2024T4;12,49
Sevilla;2024T3;13,84
Sevilla;2024T2;14,63
Sevilla;2024T1;14,85
Sevilla;2023T4;15,79
Sevilla;2023T3;16,29
Sevilla;2023T2;18,01
Sevilla;2023T1;16,84
Sevilla;2022T4;16,03
Sevilla;2022T3;17,61
Sevilla;2022T2;17,92
Sevilla;2022T1;17,99
Sevilla;2021T4;19,98
Sevilla;2021T3;23,13
Sevilla;2021T2;21,5
Sevilla;2021T1;23,57
Sevilla;2020T4;22,44
Sevilla;2020T3;23,75
Sevilla;2020T2;20,5
Sevilla;2020T1;21,7
Sevilla;2019T4;20,74
Sevilla;2019T3;21,42
Sevilla;2019T2;21,83
Sevilla;2019T1;22,02
Sevilla;2018T4;20,94
Sevilla;2018T3;22,25
