outcome,spec,term,coef,std_err,p_value,ci_low,ci_high,n,r2,adj_r2
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.ceuta],834.9733685274076,149.0375653718999,2.1136052202406538e-08,542.8651080549499,1127.0816289998652,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.ciudad real],609.8635234193316,88.26954643652297,4.877224838294386e-12,436.8583914720607,782.8686553666025,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.cordoba],297.5989623910522,143.36203271772445,0.0379072540501402,16.61454151385942,578.583383268245,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.cuenca],95.33929467626334,31.412435444287347,0.0024047087407058,33.77205253877069,156.906536813756,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.gipuzkoa],-218.4138044567115,55.46139308937706,8.212139408277943e-05,-327.1161374443092,-109.7114714691138,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.girona],1025.041275390925,55.215346372308005,6.234852966205719e-77,916.821185107297,1133.261365674553,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.granada],2268.0508522825894,138.1620603853812,1.472473197073774e-60,1997.258189897394,2538.843514667785,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.guadalajara],1606.8124544355585,27.74414162608004,0.0,1552.4349360664628,1661.1899728046535,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.huelva],1752.3160606245035,129.06816941729082,5.507328589806216e-42,1499.3470970160995,2005.285024232908,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.huesca],-287.23502904658164,43.4151527694486,3.690266247837971e-11,-372.3271648580053,-202.142893235158,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.illes balears],2597.9974217469144,59.32572028955115,0.0,2481.721146622497,2714.273696871332,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.jaen],675.9062169095747,139.29735199233747,1.2206577839785044e-06,402.8884238627945,948.9240099563548,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.la rioja],374.91050986901496,38.33324824543444,1.368100097254183e-22,299.77872389753026,450.04229584049966,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.las palmas],2586.6782683660867,125.62017305098648,3.2867500227221194e-94,2340.4672534544643,2832.889283277709,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.leon],24.635870004775526,17.98695543918246,0.17079555009208,-10.617914847548924,59.88965485709998,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.lleida],702.0561823768642,47.50345836528835,1.999545251699401e-49,608.951114839801,795.1612499139273,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.lugo],-162.88683123340832,58.99216675434902,0.0057596391997416,-278.5093534419135,-47.2643090249031,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.madrid],1504.558817740477,43.81817203470386,2.246801794624534e-258,1418.6767786840774,1590.4408567968767,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.malaga],2232.969758263741,124.555552334041,7.194164668968744e-72,1988.8453616145264,2477.094154912955,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.melilla],1448.1533356543634,137.51014169866224,6.200720792974155e-26,1178.638410415986,1717.6682608927408,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.murcia],2076.9610124355377,66.21549538377897,5.761295293778949e-216,1947.1810262648528,2206.7409986062225,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.navarra],488.1765309342256,43.13830898492552,1.0867326547362164e-29,403.6269989698109,572.7260628986402,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.ourense],30.52822030340528,12.37143938244326,0.013600820369386,6.2806446768960384,54.77579592991452,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.palencia],-203.06964104074368,5.24175664728968,0.0,-213.34329528515488,-192.79598679633247,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.pontevedra],439.20596539607857,38.60938165657858,5.5303305087599094e-30,363.5329678838231,514.878962908334,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.salamanca],-535.1660894721683,19.46790661573529,2.3339552911795274e-166,-573.3224852933986,-497.0096936509381,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.santa cruz de tenerife],1911.510710778096,113.79536189618337,2.533031996642339e-63,1688.4758998538753,2134.5455217023173,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.segovia],113.02011212782668,28.878739648654346,9.09266089785704e-05,56.41882249755529,169.6214017580981,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.sevilla],1546.5393838974016,119.25732848599652,1.8560545842401743e-38,1312.7993151723858,1780.2794526224177,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.soria],-327.1206109293438,46.58729395754639,2.1923163098537583e-12,-418.4300292233152,-235.8111926353724,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.tarragona],1411.5135257400448,46.45521603132654,8.831404371493725e-203,1320.462975424617,1502.5640760554725,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.teruel],-662.4648042170581,36.42469442626848,6.5134071590716424e-74,-733.8558934404213,-591.073714993695,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.toledo],320.75502709262497,73.72037904829367,1.3553769215963094e-05,176.2657392313282,465.2443149539217,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.valencia],1990.5113592046744,52.886356904277456,5.23514487523054e-310,1886.8560043987595,2094.1667140105897,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.valladolid],675.9947694829103,5.96492736200008,0.0,664.3037266829926,687.685812282828,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.zamora],-295.49645781519223,32.273534165669226,5.3856982532508205e-20,-358.7514224337269,-232.2414931966576,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(province_norm)[T.zaragoza],831.0161759744851,23.984958903057016,4.8904715921944215e-263,784.0065203538201,878.0258315951502,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2004],629.8008800996239,152.4597215963625,3.612940352660499e-05,330.98531667774995,928.6164435214978,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2005],67.79421372616858,65.1484274456288,0.2980558139419119,-59.89435771668465,195.4827851690218,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2006],1092.770196303058,94.7405922336178,8.856386211967501e-31,907.082047651172,1278.458344954944,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2007],803.5575475758237,101.85343298973102,3.037605282884455e-15,603.9284872141872,1003.1866079374604,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2008],996.3149425311824,120.80766615253222,1.6226169948046384e-16,759.5362678158806,1233.093617246484,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2009],1088.821210240058,181.67056384037903,2.0552045222889427e-09,732.7534480618305,1444.8889724182854,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2010],999.7442190081284,190.71980881493124,1.5888609460935114e-07,625.9402625924984,1373.5481754237585,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2011],953.342358320648,204.69514768213887,3.2026451898775888e-06,552.1472410535482,1354.5374755877476,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2012],806.8650490272803,238.11668367840772,0.0007026885506674,340.16492489948456,1273.565173155076,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2013],746.8291742978688,239.30889850696397,0.0018037593052784,277.79235204426834,1215.8659965514694,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2014],791.9542971965335,215.1164409700041,0.0002318525981124,370.3338204128889,1213.5747739801782,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2015],819.2285737686357,172.22746535667517,1.9681614866493e-06,481.6689445209325,1156.788203016339,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2016],1072.8305910900062,165.77230666171548,9.689881826751782e-11,747.9228403989146,1397.738341781098,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2017],1481.2051261471763,193.31118746207324,1.826558505468116e-14,1102.3221609128425,1860.0880913815108,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2018],1507.961241892416,157.1396166558736,8.285383739381348e-22,1199.9732527024732,1815.949231082359,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2019],1588.9993054883307,141.18200679218108,2.1889962350309466e-29,1312.2876569105665,1865.710954066095,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2020],1286.8842658705885,135.09093249888454,1.633667968431544e-21,1022.1109035348431,1551.6576282063338,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2021],1517.4646786205826,145.75016744909482,2.199407773498725e-25,1231.7995996796749,1803.1297575614904,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2022],1904.365934083409,142.35653010807056,8.192063936407836e-41,1625.352262107499,2183.379606059319,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,C(year)[T.2023],2233.5618951895403,155.85584560492637,1.4019532538362558e-46,1928.0900510238491,2539.033739355232,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,votes_per100k_used,-0.001461508932579,0.00117862286262,0.214970190151558,-0.0037715672946697,0.0008485494295116,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,atur_annual_mean_pct,-3.0247208664399388,12.762967242365486,0.8126630127529697,-28.03967699734078,21.990235264460903,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_CLUSTER,immigracio_per100k,-0.0124597033270203,0.0134460815207209,0.3541124617034008,-0.038813538840823,0.0138941321867822,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,Intercept,895.3004677440106,156.05330099921974,9.628562968744338e-09,589.4416181169515,1201.1593173710696,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.alacant],2199.6199712100497,113.67850768807308,2.0591044313375117e-83,1976.814190325167,2422.4257520949327,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.albacete],315.796730098863,108.93467204381348,0.0037440842986157,102.2886962253063,529.3047639724198,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.almeria],2078.0661280355707,206.62835950642304,8.554623948295342e-24,1673.081985218387,2483.0502708527542,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.araba],543.5829851492414,72.49406808441572,6.464594147786833e-14,401.497222610992,685.6687476874907,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.asturias],501.1278389851106,67.86312196311123,1.5315255985091486e-13,368.1185640589634,634.1371139112578,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.avila],164.50081726316506,101.75660674402924,0.1059623450022416,-34.93846714413783,363.9401016704679,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.badajoz],233.3806247729817,152.53051224549822,0.1260022201180272,-65.57368577164056,532.3349353176038,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.barcelona],558.8505331731395,84.71149528682028,4.192670440094522e-11,392.8190533344372,724.8820130118418,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.bizkaia],217.80242300065555,62.8815069122535,0.0005328083079937,94.55693415903224,341.04791184227884,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.burgos],139.2910443364111,64.01899254605807,0.0295719477249973,13.816124619599094,264.7659640532231,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.caceres],-31.827016628249908,119.52593250185352,0.790025821419931,-266.09353955044827,202.43950629394843,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.cadiz],1450.1972145602258,198.79142150133495,2.985051869711574e-13,1060.5731879820878,1839.821241138364,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.cantabria],542.64267960434,90.97213953341551,2.447350616704133e-09,364.3405625222931,720.9447966863868,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.castello],1262.584255185297,206.84382749997687,1.0341644707937027e-09,857.1778028609267,1667.9907075096671,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.ceuta],834.9733685274076,463.4886782504187,0.0716246119592728,-73.44774808548607,1743.3944851403012,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.ciudad real],609.8635234193316,119.20618171887892,3.120178969776293e-07,376.223700515792,843.5033463228713,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.cordoba],297.5989623910522,173.18284926979655,0.0857220445656769,-41.83318491777783,637.0311096998823,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.cuenca],95.33929467626334,104.01139582685536,0.3593399404855364,-108.51929512611284,299.1978844786395,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.gipuzkoa],-218.4138044567115,89.79877876256506,0.0150050118524244,-394.4161766870193,-42.41143222640369,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.girona],1025.041275390925,89.88324036639796,3.986867647951665e-30,848.8733614590282,1201.2091893228217,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.granada],2268.0508522825894,178.9337597256129,8.098006383986045e-37,1917.3471276020448,2618.7545769631342,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.guadalajara],1606.8124544355585,326.7538663733538,8.765602328475598e-07,966.3866445345714,2247.2382643365454,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.huelva],1752.3160606245035,172.68845429524634,3.407687059981701e-24,1413.8529096599298,2090.779211589078,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.huesca],-287.23502904658164,69.79170852186495,3.861669602706508e-05,-424.0242641689541,-150.44579392420917,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.illes balears],2597.9974217469144,119.2461292770847,3.0920822625875006e-105,2364.279303068021,2831.715540425808,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.jaen],675.9062169095747,157.9717654613625,1.8802853219465018e-05,366.2872460310958,985.5251877880536,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.la rioja],374.91050986901496,80.41082893918825,3.124851414251924e-06,217.30818118119487,532.512838556835,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.las palmas],2586.6782683660867,194.190839642796,1.7642126409335224e-40,2206.071216538613,2967.28532019356,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.leon],24.635870004775526,101.96900413671592,0.8090889167322456,-175.21970564260346,224.4914456521545,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.lleida],702.0561823768642,97.2170449214864,5.140441542762968e-13,511.5142756473383,892.59808910639,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.lugo],-162.88683123340832,68.11451729635846,0.0167857494203984,-296.3888319586015,-29.38483050821517,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.madrid],1504.558817740477,66.52161911694373,2.909335061914961e-113,1374.1788400779762,1634.9387954029778,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.malaga],2232.969758263741,153.67473569665046,7.765885951001377e-48,1931.772810964594,2534.166705562888,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.melilla],1448.1533356543634,439.6239798193347,0.0009874696659344,586.5061684683039,2309.800502840423,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.murcia],2076.9610124355377,136.86903090792717,5.19309340239565e-52,1808.7026412571008,2345.2193836139745,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.navarra],488.1765309342256,84.65546892434787,8.087366846215745e-09,322.254860748154,654.0982011202972,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.ourense],30.52822030340528,70.47482730441848,0.6648846814138731,-107.59990302993498,168.65634363674553,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.palencia],-203.06964104074368,71.5905042218441,0.0045604642525997,-343.3844509506208,-62.75483113086656,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.pontevedra],439.20596539607857,97.4175038377028,6.529025576895253e-06,248.27116641038856,630.1407643817686,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.salamanca],-535.1660894721683,97.60633339919278,4.184016994968432e-08,-726.4709875975951,-343.8611913467415,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.santa cruz de tenerife],1911.510710778096,144.6936094933581,7.606548758794645e-40,1627.9164473780115,2195.104974178181,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.segovia],113.02011212782668,164.13411063690288,0.4910851322019028,-208.6768333550156,434.7170576106689,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.sevilla],1546.5393838974016,172.35012617357586,2.8791272160483887e-19,1208.7393438662589,1884.3394239285444,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.soria],-327.1206109293438,103.41866844491442,0.0015611414941178,-529.817476410465,-124.42374544822258,1092,0.7796760549396573,0.7636446174426412
denuncies_per100k,FE_HC3,C(province_norm)[T.tarragona],1411.5135257400448,126.90125289174225,9.703398088338804e-29,1162.7916404792206,1660.235411000869,1092,0.7796760549396573,0.7636446174426412
